年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2023,10,10,火,セルリー,32900,,,63659,262,8058.1,92.9
2023,10,10,火,アスパラガス,33100,,,25731,1254,******,114.3
2023,10,10,火,　　うち輸入,33101,,,11103,1434,******,80.5
2023,10,10,火,カリフラワー,33200,,,16878,367,−,−
2023,10,10,火,ブロッコリー,33300,,,204718,658,******,136.0
2023,10,10,火,　　うち輸入,33301,,,15,576,−,−
2023,10,10,火,レタス,33400,,,1141807,208,4129.7,95.0
2023,10,10,火,パセリ,33600,,,3099,4592,9684.4,54.4
2023,10,10,火,きゅうり,34100,,,718290,512,******,111.3
2023,10,10,火,かぼちゃ,34200,,,442737,221,******,29.6
2023,10,10,火,なす,34300,,,437708,389,******,101.0
2023,10,10,火,トマト,34400,,,585246,761,******,85.8
2023,10,10,火,ミニトマト,34450,,,250907,1211,******,91.1
2023,10,10,火,ピーマン,34500,,,335565,591,9391.7,82.9
2023,10,10,火,ししとう,34600,,,16100,1337,******,61.9
2023,10,10,火,スイトコーン,34700,,,3407,296,−,−
2023,10,10,火,さやいんげん,35100,,,16544,1312,******,84.3
2023,10,10,火,さやえんどう,35200,,,2234,2497,−,−
2023,10,10,火,　　うち輸入,35201,,,1123,1252,−,−
2023,10,10,火,えだまめ,35500,,,26712,884,−,−
2023,10,10,火,かんしょ,36100,,,1011041,310,******,90.1
2023,10,10,火,ばれいしょ,36200,,,1228633,119,******,64.3
2023,10,10,火,さといも,36300,,,111379,349,−,−
2023,10,10,火,やまのいも,36500,,,201405,548,−,−
2023,10,10,火,たまねぎ,36610,,,2021045,115,9510.8,78.8
2023,10,10,火,　　うち輸入,36620,,,24371,117,1392.6,90.0
2023,10,10,火,にんにく,36700,,,16845,1055,3735.0,188.4
2023,10,10,火,　　うち輸入,36701,,,7566,491,1715.6,93.9
2023,10,10,火,しょうが,37200,,,35907,531,******,106.8
2023,10,10,火,　　うち輸入,37201,,,3630,581,−,−
2023,10,10,火,生しいたけ,38100,,,97167,1101,******,78.6
2023,10,10,火,　　うち輸入,38101,,,1727,742,−,−
2023,10,10,火,なめこ,38300,,,31162,500,******,76.3
2023,10,10,火,えのきだけ,38400,,,226019,281,******,76.6
2023,10,10,火,しめじ,38500,,,125695,472,******,89.2
2023,10,10,火,その他の野菜,39000,,,367675,1125,2636.8,215.9
2023,10,10,火,輸入野菜計,39100,,,136857,811,2964.2,309.5
2023,10,10,火,他の輸入野菜,39200,,,87324,958,3618.9,317.2
2023,10,11,水,野菜総量,30000,,,8219176,280,40.8,99.3
2023,10,11,水,だいこん,30100,,,762574,150,48.2,100.7
2023,10,11,水,かぶ,30200,,,47175,179,74.4,96.8
2023,10,11,水,にんじん,30300,,,326440,225,26.4,102.3
2023,10,11,水,ごぼう,30400,,,34219,311,24.0,110.7
2023,10,11,水,たけのこ,30500,,,72,1710,3600.0,263.9
2023,10,11,水,れんこん,30600,,,62936,377,58.1,98.7
2023,10,11,水,はくさい,31100,,,1127719,111,33.6,104.7
2023,10,11,水,みずな,31300,,,29844,509,51.1,93.1
2023,10,11,水,こまつな,31500,,,88998,447,47.2,96.8
2023,10,11,水,その他の菜類,31550,,,1464,545,82.3,96.6
2023,10,11,水,ちんげんさい,31560,,,30348,400,62.8,96.9
2023,10,11,水,キャベツ,31700,,,1119599,131,40.3,103.1
2023,10,11,水,ほうれんそう,31800,,,63021,836,41.3,95.8
2023,10,11,水,ねぎ,31900,,,245661,677,44.6,102.6
2023,10,11,水,みつば,32500,,,7388,901,68.9,95.0
2023,10,11,水,しゅんぎく,32600,,,4465,1522,46.8,97.1
2023,10,11,水,にら,32800,,,47934,865,60.8,102.6
2023,10,11,水,セルリー,32900,,,40240,271,63.2,103.4
2023,10,11,水,アスパラガス,33100,,,9909,1290,38.5,102.9
2023,10,11,水,　　うち輸入,33101,,,6337,1380,57.1,96.2
2023,10,11,水,カリフラワー,33200,,,10360,375,61.4,102.2
2023,10,11,水,ブロッコリー,33300,,,90525,670,44.2,101.8
2023,10,11,水,　　うち輸入,33301,,,15,576,100.0,100.0
2023,10,11,水,レタス,33400,,,419098,225,36.7,108.2
2023,10,11,水,パセリ,33600,,,1593,4328,51.4,94.3
2023,10,11,水,きゅうり,34100,,,238520,559,33.2,109.2
2023,10,11,水,かぼちゃ,34200,,,252216,214,57.0,96.8
2023,10,11,水,　　うち輸入,34201,,,1,1361,−,−
2023,10,11,水,なす,34300,,,139743,403,31.9,103.6
2023,10,11,水,トマト,34400,,,160528,844,27.4,110.9
2023,10,11,水,ミニトマト,34450,,,75529,1192,30.1,98.4
2023,10,11,水,ピーマン,34500,,,135994,570,40.5,96.4
2023,10,11,水,ししとう,34600,,,6545,1406,40.7,105.2
2023,10,11,水,スイトコーン,34700,,,3555,333,104.3,112.5
2023,10,11,水,さやいんげん,35100,,,6033,1312,36.5,100.0
2023,10,11,水,さやえんどう,35200,,,1153,2470,51.6,98.9
2023,10,11,水,　　うち輸入,35201,,,580,1246,51.6,99.5
2023,10,11,水,えだまめ,35500,,,18781,879,70.3,99.4
2023,10,11,水,かんしょ,36100,,,319493,294,31.6,94.8
2023,10,11,水,ばれいしょ,36200,,,578255,117,47.1,98.3
2023,10,11,水,さといも,36300,,,68324,319,61.3,91.4
2023,10,11,水,やまのいも,36500,,,45001,562,22.3,102.6
2023,10,11,水,たまねぎ,36610,,,1210502,110,59.9,95.7
2023,10,11,水,　　うち輸入,36620,,,8675,138,35.6,117.9
2023,10,11,水,にんにく,36700,,,10395,957,61.7,90.7
2023,10,11,水,　　うち輸入,36701,,,4624,433,61.1,88.2
2023,10,11,水,しょうが,37200,,,13267,576,36.9,108.5
2023,10,11,水,　　うち輸入,37201,,,2451,569,67.5,97.9
2023,10,11,水,生しいたけ,38100,,,37405,1098,38.5,99.7
2023,10,11,水,　　うち輸入,38101,,,902,757,52.2,102.0
2023,10,11,水,なめこ,38300,,,15910,496,51.1,99.2
2023,10,11,水,えのきだけ,38400,,,99241,283,43.9,100.7
2023,10,11,水,しめじ,38500,,,60443,476,48.1,100.8
2023,10,11,水,その他の野菜,39000,,,150818,1466,41.0,130.3
2023,10,11,水,輸入野菜計,39100,,,71688,880,52.4,108.5
2023,10,11,水,他の輸入野菜,39200,,,48104,1005,55.1,104.9
2023,10,12,木,野菜総量,30000,,,12458857,285,151.6,101.8
2023,10,12,木,だいこん,30100,,,1149105,144,150.7,96.0
2023,10,12,木,かぶ,30200,,,70748,177,150.0,98.9
2023,10,12,木,にんじん,30300,,,693581,227,212.5,100.9
2023,10,12,木,ごぼう,30400,,,103020,267,301.1,85.9
2023,10,12,木,たけのこ,30500,,,313,1681,434.7,98.3
2023,10,12,木,れんこん,30600,,,123502,356,196.2,94.4
2023,10,12,木,はくさい,31100,,,1887850,112,167.4,100.9
2023,10,12,木,みずな,31300,,,38626,512,129.4,100.6
2023,10,12,木,こまつな,31500,,,117206,437,131.7,97.8
2023,10,12,木,その他の菜類,31550,,,1595,536,108.9,98.3
2023,10,12,木,ちんげんさい,31560,,,38868,408,128.1,102.0
2023,10,12,木,キャベツ,31700,,,1665069,125,148.7,95.4
2023,10,12,木,ほうれんそう,31800,,,97118,819,154.1,98.0
2023,10,12,木,ねぎ,31900,,,356242,666,145.0,98.4
2023,10,12,木,うど,32400,,,4,2160,−,−
2023,10,12,木,みつば,32500,,,9318,882,126.1,97.9
2023,10,12,木,しゅんぎく,32600,,,7998,1360,179.1,89.4
2023,10,12,木,にら,32800,,,59351,854,123.8,98.7
2023,10,12,木,セルリー,32900,,,51914,257,129.0,94.8
2023,10,12,木,アスパラガス,33100,,,15498,1264,156.4,98.0
2023,10,12,木,　　うち輸入,33101,,,6801,1421,107.3,103.0
2023,10,12,木,カリフラワー,33200,,,14187,385,136.9,102.7
2023,10,12,木,ブロッコリー,33300,,,111797,653,123.5,97.5
2023,10,12,木,　　うち輸入,33301,,,15,576,100.0,100.0
2023,10,12,木,レタス,33400,,,684973,220,163.4,97.8
2023,10,12,木,パセリ,33600,,,2103,4610,132.0,106.5
2023,10,12,木,きゅうり,34100,,,415041,550,174.0,98.4
2023,10,12,木,かぼちゃ,34200,,,361193,222,143.2,103.7
2023,10,12,木,　　うち輸入,34201,,,100,810,******,59.5
2023,10,12,木,なす,34300,,,242739,394,173.7,97.8
2023,10,12,木,トマト,34400,,,286931,829,178.7,98.2
2023,10,12,木,ミニトマト,34450,,,153855,1207,203.7,101.3
2023,10,12,木,ピーマン,34500,,,182188,619,134.0,108.6
2023,10,12,木,ししとう,34600,,,9927,1321,151.7,94.0
2023,10,12,木,スイトコーン,34700,,,4372,299,123.0,89.8
2023,10,12,木,さやいんげん,35100,,,12629,1289,209.3,98.2
2023,10,12,木,さやえんどう,35200,,,1885,2442,163.5,98.9
2023,10,12,木,　　うち輸入,35201,,,717,993,123.6,79.7
2023,10,12,木,実えんどう,35300,,,9,486,−,−
2023,10,12,木,えだまめ,35500,,,15106,955,80.4,108.6
2023,10,12,木,かんしょ,36100,,,440073,284,137.7,96.6
2023,10,12,木,ばれいしょ,36200,,,709850,123,122.8,105.1
2023,10,12,木,さといも,36300,,,96249,343,140.9,107.5
2023,10,12,木,やまのいも,36500,,,93074,569,206.8,101.2
2023,10,12,木,たまねぎ,36610,,,1465267,117,121.0,106.4
2023,10,12,木,　　うち輸入,36620,,,23851,119,274.9,86.2
2023,10,12,木,にんにく,36700,,,13643,929,131.2,97.1
2023,10,12,木,　　うち輸入,36701,,,7851,464,169.8,107.2
2023,10,12,木,しょうが,37200,,,26602,550,200.5,95.5
2023,10,12,木,　　うち輸入,37201,,,3208,577,130.9,101.4
2023,10,12,木,生しいたけ,38100,,,67932,1063,181.6,96.8
2023,10,12,木,　　うち輸入,38101,,,1713,756,189.9,99.9
2023,10,12,木,なめこ,38300,,,23677,505,148.8,101.8
2023,10,12,木,えのきだけ,38400,,,161576,281,162.8,99.3
2023,10,12,木,しめじ,38500,,,93699,490,155.0,102.9
2023,10,12,木,その他の野菜,39000,,,281409,1099,186.6,75.0
2023,10,12,木,輸入野菜計,39100,,,123972,699,172.9,79.4
2023,10,12,木,他の輸入野菜,39200,,,79718,834,165.7,83.0
2023,10,13,金,野菜総量,30000,,,12068999,268,96.9,94.0
2023,10,13,金,だいこん,30100,,,1019395,140,88.7,97.2
2023,10,13,金,かぶ,30200,,,74982,163,106.0,92.1
2023,10,13,金,にんじん,30300,,,547450,226,78.9,99.6
2023,10,13,金,ごぼう,30400,,,99763,274,96.8,102.6
2023,10,13,金,たけのこ,30500,,,1076,1536,343.8,91.4
2023,10,13,金,れんこん,30600,,,98164,360,79.5,101.1
2023,10,13,金,はくさい,31100,,,1642875,120,87.0,107.1
2023,10,13,金,みずな,31300,,,36168,498,93.6,97.3
2023,10,13,金,こまつな,31500,,,110842,435,94.6,99.5
2023,10,13,金,その他の菜類,31550,,,1755,475,110.0,88.6
2023,10,13,金,ちんげんさい,31560,,,36505,384,93.9,94.1
2023,10,13,金,キャベツ,31700,,,1847623,117,111.0,93.6
2023,10,13,金,ほうれんそう,31800,,,84920,805,87.4,98.3
2023,10,13,金,ねぎ,31900,,,336907,675,94.6,101.4
2023,10,13,金,うど,32400,,,16,608,400.0,28.1
2023,10,13,金,みつば,32500,,,10177,828,109.2,93.9
2023,10,13,金,しゅんぎく,32600,,,8143,1276,101.8,93.8
2023,10,13,金,にら,32800,,,58690,856,98.9,100.2
2023,10,13,金,セルリー,32900,,,47877,253,92.2,98.4
2023,10,13,金,アスパラガス,33100,,,12594,1252,81.3,99.1
2023,10,13,金,　　うち輸入,33101,,,7821,1359,115.0,95.6
2023,10,13,金,カリフラワー,33200,,,12544,387,88.4,100.5
2023,10,13,金,ブロッコリー,33300,,,104966,656,93.9,100.5
2023,10,13,金,　　うち輸入,33301,,,135,398,900.0,69.1
2023,10,13,金,レタス,33400,,,605033,224,88.3,101.8
2023,10,13,金,パセリ,33600,,,2800,4461,133.1,96.8
2023,10,13,金,きゅうり,34100,,,305645,555,73.6,100.9
2023,10,13,金,かぼちゃ,34200,,,258748,236,71.6,106.3
2023,10,13,金,　　うち輸入,34201,,,1,1361,1.0,168.0
2023,10,13,金,なす,34300,,,209561,416,86.3,105.6
2023,10,13,金,トマト,34400,,,195741,914,68.2,110.3
2023,10,13,金,ミニトマト,34450,,,105343,1176,68.5,97.4
2023,10,13,金,ピーマン,34500,,,159575,620,87.6,100.2
2023,10,13,金,ししとう,34600,,,8335,1418,84.0,107.3
2023,10,13,金,スイトコーン,34700,,,3161,331,71.0,105.4
2023,10,13,金,さやいんげん,35100,,,8546,1280,67.7,99.3
2023,10,13,金,さやえんどう,35200,,,1699,2006,90.1,82.1
2023,10,13,金,　　うち輸入,35201,,,956,1043,133.3,105.0
2023,10,13,金,実えんどう,35300,,,10,324,111.1,66.7
2023,10,13,金,えだまめ,35500,,,12430,936,82.3,98.0
2023,10,13,金,かんしょ,36100,,,394509,285,89.6,100.4
2023,10,13,金,ばれいしょ,36200,,,821569,127,115.7,103.3
2023,10,13,金,さといも,36300,,,77870,339,80.9,98.8
2023,10,13,金,やまのいも,36500,,,102953,563,110.6,98.9
2023,10,13,金,たまねぎ,36610,,,2006253,114,136.9,97.4
2023,10,13,金,　　うち輸入,36620,,,18345,118,76.9,99.2
2023,10,13,金,にんにく,36700,,,18035,1044,132.2,112.4
2023,10,13,金,　　うち輸入,36701,,,7321,487,93.2,105.0
2023,10,13,金,しょうが,37200,,,22916,520,86.1,94.5
2023,10,13,金,　　うち輸入,37201,,,2596,577,80.9,100.0
2023,10,13,金,生しいたけ,38100,,,62482,1078,92.0,101.4
2023,10,13,金,　　うち輸入,38101,,,1349,735,78.8,97.2
2023,10,13,金,なめこ,38300,,,19835,503,83.8,99.6
2023,10,13,金,えのきだけ,38400,,,156845,286,97.1,101.8
2023,10,13,金,しめじ,38500,,,90479,495,96.6,101.0
2023,10,13,金,その他の野菜,39000,,,225241,1340,80.0,121.9
2023,10,13,金,輸入野菜計,39100,,,113963,758,91.9,108.4
2023,10,13,金,他の輸入野菜,39200,,,75441,881,94.6,105.6
2023,10,14,土,野菜総量,30000,,,13655387,285,113.1,106.3
2023,10,14,土,だいこん,30100,,,1348425,145,132.3,103.6
2023,10,14,土,かぶ,30200,,,74548,178,99.4,109.2
2023,10,14,土,にんじん,30300,,,756142,240,138.1,106.2
2023,10,14,土,ごぼう,30400,,,119853,265,120.1,96.7
2023,10,14,土,たけのこ,30500,,,1163,1630,108.1,106.1
2023,10,14,土,れんこん,30600,,,113925,368,116.1,102.2
2023,10,14,土,はくさい,31100,,,1946179,124,118.5,103.3
2023,10,14,土,みずな,31300,,,40116,484,110.9,97.2
2023,10,14,土,こまつな,31500,,,131532,441,118.7,101.4
2023,10,14,土,その他の菜類,31550,,,2139,515,121.9,108.4
2023,10,14,土,ちんげんさい,31560,,,39646,388,108.6,101.0
2023,10,14,土,キャベツ,31700,,,2011761,113,108.9,96.6
2023,10,14,土,ほうれんそう,31800,,,91299,797,107.5,99.0
2023,10,14,土,ねぎ,31900,,,424711,668,126.1,99.0
2023,10,14,土,うど,32400,,,4,2970,25.0,488.5
2023,10,14,土,みつば,32500,,,10992,822,108.0,99.3
2023,10,14,土,しゅんぎく,32600,,,9281,1194,114.0,93.6
2023,10,14,土,にら,32800,,,69865,873,119.0,102.0
2023,10,14,土,セルリー,32900,,,53424,258,111.6,102.0
2023,10,14,土,アスパラガス,33100,,,15371,1227,122.1,98.0
2023,10,14,土,　　うち輸入,33101,,,8789,1297,112.4,95.4
2023,10,14,土,カリフラワー,33200,,,15808,366,126.0,94.6
2023,10,14,土,ブロッコリー,33300,,,149354,658,142.3,100.3
2023,10,14,土,　　うち輸入,33301,,,1015,451,751.9,113.3
2023,10,14,土,レタス,33400,,,713151,233,117.9,104.0
2023,10,14,土,パセリ,33600,,,3400,4550,121.4,102.0
2023,10,14,土,きゅうり,34100,,,444028,541,145.3,97.5
2023,10,14,土,かぼちゃ,34200,,,402153,236,155.4,100.0
2023,10,14,土,　　うち輸入,34201,,,2,1653,200.0,121.5
2023,10,14,土,なす,34300,,,275132,386,131.3,92.8
2023,10,14,土,トマト,34400,,,271396,945,138.7,103.4
2023,10,14,土,ミニトマト,34450,,,139430,1211,132.4,103.0
2023,10,14,土,ピーマン,34500,,,188152,616,117.9,99.4
2023,10,14,土,ししとう,34600,,,11186,1372,134.2,96.8
2023,10,14,土,スイトコーン,34700,,,2283,380,72.2,114.8
2023,10,14,土,さやいんげん,35100,,,13474,1254,157.7,98.0
2023,10,14,土,さやえんどう,35200,,,2139,2168,125.9,108.1
2023,10,14,土,　　うち輸入,35201,,,1083,1154,113.3,110.6
2023,10,14,土,実えんどう,35300,,,18,1149,180.0,354.6
2023,10,14,土,えだまめ,35500,,,13614,971,109.5,103.7
2023,10,14,土,かんしょ,36100,,,391124,277,99.1,97.2
2023,10,14,土,ばれいしょ,36200,,,772188,124,94.0,97.6
2023,10,14,土,さといも,36300,,,113685,328,146.0,96.8
2023,10,14,土,やまのいも,36500,,,100587,572,97.7,101.6
2023,10,14,土,たまねぎ,36610,,,1611241,120,80.3,105.3
2023,10,14,土,　　うち輸入,36620,,,25614,117,139.6,99.2
2023,10,14,土,にんにく,36700,,,13836,1004,76.7,96.2
2023,10,14,土,　　うち輸入,36701,,,7123,470,97.3,96.5
2023,10,14,土,しょうが,37200,,,27866,532,121.6,102.3
2023,10,14,土,　　うち輸入,37201,,,2935,563,113.1,97.6
2023,10,14,土,生しいたけ,38100,,,82582,1066,132.2,98.9
2023,10,14,土,　　うち輸入,38101,,,1729,755,128.2,102.7
2023,10,14,土,なめこ,38300,,,23648,504,119.2,100.2
2023,10,14,土,えのきだけ,38400,,,206686,288,131.8,100.7
2023,10,14,土,しめじ,38500,,,129766,502,143.4,101.4
2023,10,14,土,その他の野菜,39000,,,277151,1201,123.0,89.6
2023,10,14,土,輸入野菜計,39100,,,128552,684,112.8,90.2
2023,10,14,土,他の輸入野菜,39200,,,80266,816,106.4,92.6
2023,10,16,月,野菜総量,30000,,,14336575,293,105.0,102.8
2023,10,16,月,だいこん,30100,,,1270879,145,94.2,100.0
2023,10,16,月,かぶ,30200,,,56315,189,75.5,106.2
2023,10,16,月,にんじん,30300,,,1108333,225,146.6,93.8
2023,10,16,月,ごぼう,30400,,,113163,275,94.4,103.8
2023,10,16,月,たけのこ,30500,,,2419,1485,208.0,91.1
2023,10,16,月,れんこん,30600,,,82377,378,72.3,102.7
2023,10,16,月,はくさい,31100,,,1917855,135,98.5,108.9
2023,10,16,月,みずな,31300,,,43221,483,107.7,99.8
2023,10,16,月,こまつな,31500,,,130887,449,99.5,101.8
2023,10,16,月,その他の菜類,31550,,,1649,558,77.1,108.3
2023,10,16,月,ちんげんさい,31560,,,38186,395,96.3,101.8
2023,10,16,月,キャベツ,31700,,,2162281,111,107.5,98.2
2023,10,16,月,ほうれんそう,31800,,,110976,785,121.6,98.5
2023,10,16,月,ねぎ,31900,,,509991,645,120.1,96.6
2023,10,16,月,みつば,32500,,,9841,802,89.5,97.6
2023,10,16,月,しゅんぎく,32600,,,8563,1138,92.3,95.3
2023,10,16,月,にら,32800,,,59104,932,84.6,106.8
2023,10,16,月,セルリー,32900,,,38991,283,73.0,109.7
2023,10,16,月,アスパラガス,33100,,,17313,1263,112.6,102.9
2023,10,16,月,　　うち輸入,33101,,,11587,1334,131.8,102.9
2023,10,16,月,カリフラワー,33200,,,20486,343,129.6,93.7
2023,10,16,月,ブロッコリー,33300,,,165580,680,110.9,103.3
2023,10,16,月,　　うち輸入,33301,,,15,576,1.5,127.7
2023,10,16,月,レタス,33400,,,616674,269,86.5,115.5
2023,10,16,月,パセリ,33600,,,2287,4789,67.3,105.3
2023,10,16,月,きゅうり,34100,,,608370,511,137.0,94.5
2023,10,16,月,かぼちゃ,34200,,,360311,277,89.6,117.4
2023,10,16,月,なす,34300,,,323775,402,117.7,104.1
2023,10,16,月,トマト,34400,,,293259,1038,108.1,109.8
2023,10,16,月,ミニトマト,34450,,,152790,1238,109.6,102.2
2023,10,16,月,ピーマン,34500,,,187558,626,99.7,101.6
2023,10,16,月,ししとう,34600,,,9031,1654,80.7,120.6
2023,10,16,月,スイトコーン,34700,,,990,341,43.4,89.7
2023,10,16,月,さやいんげん,35100,,,13164,1276,97.7,101.8
2023,10,16,月,さやえんどう,35200,,,2064,2406,96.5,111.0
2023,10,16,月,　　うち輸入,35201,,,850,1278,78.5,110.7
2023,10,16,月,えだまめ,35500,,,13572,941,99.7,96.9
2023,10,16,月,かんしょ,36100,,,322112,300,82.4,108.3
2023,10,16,月,ばれいしょ,36200,,,977300,122,126.6,98.4
2023,10,16,月,さといも,36300,,,90277,339,79.4,103.4
2023,10,16,月,やまのいも,36500,,,129966,560,129.2,97.9
2023,10,16,月,たまねぎ,36610,,,1684292,117,104.5,97.5
2023,10,16,月,　　うち輸入,36620,,,17638,124,68.9,106.0
2023,10,16,月,にんにく,36700,,,20204,1123,146.0,111.9
2023,10,16,月,　　うち輸入,36701,,,8759,510,123.0,108.5
2023,10,16,月,しょうが,37200,,,24219,559,86.9,105.1
2023,10,16,月,　　うち輸入,37201,,,3487,573,118.8,101.8
2023,10,16,月,生しいたけ,38100,,,78994,1084,95.7,101.7
2023,10,16,月,　　うち輸入,38101,,,1534,777,88.7,102.9
2023,10,16,月,なめこ,38300,,,21908,494,92.6,98.0
2023,10,16,月,えのきだけ,38400,,,175825,299,85.1,103.8
2023,10,16,月,しめじ,38500,,,106472,496,82.0,98.8
2023,10,16,月,その他の野菜,39000,,,252796,1256,91.2,104.6
2023,10,16,月,輸入野菜計,39100,,,125712,683,97.8,99.9
2023,10,16,月,他の輸入野菜,39200,,,81846,726,102.0,89.0
2023,10,17,火,野菜総量,30000,,,12606833,283,87.9,96.6
2023,10,17,火,だいこん,30100,,,1226038,142,96.5,97.9
2023,10,17,火,かぶ,30200,,,75153,175,133.5,92.6
2023,10,17,火,にんじん,30300,,,757891,223,68.4,99.1
2023,10,17,火,ごぼう,30400,,,103642,273,91.6,99.3
2023,10,17,火,たけのこ,30500,,,2934,1379,121.3,92.9
2023,10,17,火,れんこん,30600,,,105392,373,127.9,98.7
2023,10,17,火,はくさい,31100,,,1730029,140,90.2,103.7
2023,10,17,火,みずな,31300,,,40452,486,93.6,100.6
2023,10,17,火,こまつな,31500,,,120347,456,91.9,101.6
2023,10,17,火,その他の菜類,31550,,,2033,571,123.3,102.3
2023,10,17,火,ちんげんさい,31560,,,43192,389,113.1,98.5
2023,10,17,火,キャベツ,31700,,,1676569,112,77.5,100.9
2023,10,17,火,ほうれんそう,31800,,,83549,789,75.3,100.5
2023,10,17,火,ねぎ,31900,,,399308,643,78.3,99.7
2023,10,17,火,うど,32400,,,220,763,−,−
2023,10,17,火,みつば,32500,,,11061,801,112.4,99.9
2023,10,17,火,しゅんぎく,32600,,,8648,1114,101.0,97.9
2023,10,17,火,にら,32800,,,59422,983,100.5,105.5
2023,10,17,火,セルリー,32900,,,41297,294,105.9,103.9
2023,10,17,火,アスパラガス,33100,,,13494,1294,77.9,102.5
2023,10,17,火,　　うち輸入,33101,,,10189,1371,87.9,102.8
2023,10,17,火,カリフラワー,33200,,,19232,348,93.9,101.5
2023,10,17,火,ブロッコリー,33300,,,130909,695,79.1,102.2
2023,10,17,火,　　うち輸入,33301,,,15,576,100.0,100.0
2023,10,17,火,レタス,33400,,,561126,306,91.0,113.8
2023,10,17,火,パセリ,33600,,,2909,4292,127.2,89.6
2023,10,17,火,きゅうり,34100,,,416479,491,68.5,96.1
2023,10,17,火,かぼちゃ,34200,,,331305,273,91.9,98.6
2023,10,17,火,なす,34300,,,254698,379,78.7,94.3
2023,10,17,火,トマト,34400,,,222652,1072,75.9,103.3
2023,10,17,火,ミニトマト,34450,,,84880,1231,55.6,99.4
2023,10,17,火,ピーマン,34500,,,143094,618,76.3,98.7
2023,10,17,火,ししとう,34600,,,8193,1746,90.7,105.6
2023,10,17,火,スイトコーン,34700,,,4242,348,428.5,102.1
2023,10,17,火,さやいんげん,35100,,,11586,1254,88.0,98.3
2023,10,17,火,さやえんどう,35200,,,2221,2323,107.6,96.6
2023,10,17,火,　　うち輸入,35201,,,1146,1223,134.8,95.7
2023,10,17,火,実えんどう,35300,,,46,1134,−,−
2023,10,17,火,えだまめ,35500,,,14125,973,104.1,103.4
2023,10,17,火,かんしょ,36100,,,399932,281,124.2,93.7
2023,10,17,火,ばれいしょ,36200,,,916425,121,93.8,99.2
2023,10,17,火,さといも,36300,,,108934,333,120.7,98.2
2023,10,17,火,やまのいも,36500,,,95888,574,73.8,102.5
2023,10,17,火,たまねぎ,36610,,,1706423,121,101.3,103.4
2023,10,17,火,　　うち輸入,36620,,,28913,114,163.9,91.9
2023,10,17,火,にんにく,36700,,,15438,790,76.4,70.3
2023,10,17,火,　　うち輸入,36701,,,9564,457,109.2,89.6
2023,10,17,火,しょうが,37200,,,31605,533,130.5,95.3
2023,10,17,火,　　うち輸入,37201,,,4554,580,130.6,101.2
2023,10,17,火,生しいたけ,38100,,,74118,1096,93.8,101.1
2023,10,17,火,　　うち輸入,38101,,,1871,740,122.0,95.2
2023,10,17,火,なめこ,38300,,,25508,520,116.4,105.3
2023,10,17,火,えのきだけ,38400,,,149878,310,85.2,103.7
2023,10,17,火,しめじ,38500,,,101107,509,95.0,102.6
2023,10,17,火,その他の野菜,39000,,,273265,1085,108.1,86.4
2023,10,17,火,輸入野菜計,39100,,,142604,563,113.4,82.4
2023,10,17,火,他の輸入野菜,39200,,,86356,617,105.5,85.0
2023,10,19,木,野菜総量,30000,,,16334784,293,129.6,103.5
2023,10,19,木,だいこん,30100,,,1330798,134,108.5,94.4
2023,10,19,木,かぶ,30200,,,93471,167,124.4,95.4
2023,10,19,木,にんじん,30300,,,913651,234,120.6,104.9
2023,10,19,木,ごぼう,30400,,,135508,254,130.7,93.0
2023,10,19,木,たけのこ,30500,,,3844,1354,131.0,98.2
2023,10,19,木,れんこん,30600,,,117182,362,111.2,97.1
2023,10,19,木,はくさい,31100,,,3024974,132,174.9,94.3
2023,10,19,木,みずな,31300,,,55488,463,137.2,95.3
2023,10,19,木,こまつな,31500,,,177219,438,147.3,96.1
2023,10,19,木,その他の菜類,31550,,,2541,501,125.0,87.7
2023,10,19,木,ちんげんさい,31560,,,47829,379,110.7,97.4
2023,10,19,木,キャベツ,31700,,,2123096,111,126.6,99.1
2023,10,19,木,ほうれんそう,31800,,,140840,760,168.6,96.3
2023,10,19,木,ねぎ,31900,,,542598,619,135.9,96.3
2023,10,19,木,うど,32400,,,208,951,94.5,124.6
2023,10,19,木,みつば,32500,,,10271,769,92.9,96.0
2023,10,19,木,しゅんぎく,32600,,,12987,996,150.2,89.4
2023,10,19,木,にら,32800,,,72752,984,122.4,100.1
2023,10,19,木,セルリー,32900,,,46830,287,113.4,97.6
2023,10,19,木,アスパラガス,33100,,,14158,1308,104.9,101.1
2023,10,19,木,　　うち輸入,33101,,,7934,1454,77.9,106.1
2023,10,19,木,カリフラワー,33200,,,25034,323,130.2,92.8
2023,10,19,木,ブロッコリー,33300,,,213582,669,163.2,96.3
2023,10,19,木,　　うち輸入,33301,,,15,576,100.0,100.0
2023,10,19,木,レタス,33400,,,844954,296,150.6,96.7
2023,10,19,木,パセリ,33600,,,2912,4889,100.1,113.9
2023,10,19,木,きゅうり,34100,,,581127,457,139.5,93.1
2023,10,19,木,かぼちゃ,34200,,,329110,277,99.3,101.5
2023,10,19,木,なす,34300,,,369832,393,145.2,103.7
2023,10,19,木,トマト,34400,,,399607,1121,179.5,104.6
2023,10,19,木,ミニトマト,34450,,,176925,1283,208.4,104.2
2023,10,19,木,ピーマン,34500,,,232974,658,162.8,106.5
