年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2023,9,5,火,メロン計,47000,,,112626,529,109.1,95.7
2023,9,5,火,すいか,48100,,,214278,299,127.4,100.0
2023,9,5,火,キウイフルツ,49300,,,12,406,36.4,111.2
2023,9,5,火,バナナ,50100,,,318658,207,52.3,103.0
2023,9,5,火,パイナップル,50300,,,83629,216,120.8,94.7
2023,9,5,火,レモン,50400,,,17435,411,77.2,103.0
2023,9,5,火,オレンジ,50600,,,73672,311,153.8,100.0
2023,9,5,火,輸入キウイ,50800,,,78252,671,100.2,104.7
2023,9,5,火,輸入メロン,50850,,,1765,290,62.6,71.6
2023,9,7,木,みかん,40100,,,175081,425,166.5,85.0
2023,9,7,木,りんご計,42000,,,637475,382,152.0,100.5
2023,9,7,木,日本なし計,43000,,,1063246,432,150.0,96.9
2023,9,7,木,かき計,43500,,,76590,521,82.4,105.9
2023,9,7,木,もも,44100,,,218318,709,127.9,96.5
2023,9,7,木,すもも,44700,,,27352,733,148.6,99.9
2023,9,7,木,ぶどう計,45000,,,567360,1463,111.9,99.9
2023,9,7,木,くり,45700,,,46759,1025,139.2,98.8
2023,9,7,木,いちご,46100,,,1695,2569,170.2,98.6
2023,9,7,木,メロン計,47000,,,101390,543,90.0,102.6
2023,9,7,木,すいか,48100,,,162999,313,76.1,104.7
2023,9,7,木,キウイフルツ,49300,,,12,346,100.0,85.2
2023,9,7,木,バナナ,50100,,,471817,206,148.1,99.5
2023,9,7,木,パイナップル,50300,,,88490,223,105.8,103.2
2023,9,7,木,レモン,50400,,,37104,443,212.8,107.8
2023,9,7,木,オレンジ,50600,,,34585,329,46.9,105.8
2023,9,7,木,輸入キウイ,50800,,,67814,682,86.7,101.6
2023,9,7,木,輸入メロン,50850,,,4443,402,251.7,138.6
2023,9,8,金,みかん,40100,,,115496,315,66.0,74.1
2023,9,8,金,りんご計,42000,,,412925,383,64.8,100.3
2023,9,8,金,日本なし計,43000,,,715599,444,67.3,102.8
2023,9,8,金,かき計,43500,,,80459,479,105.1,91.9
2023,9,8,金,もも,44100,,,123613,701,56.6,98.9
2023,9,8,金,すもも,44700,,,14507,744,53.0,101.5
2023,9,8,金,ぶどう計,45000,,,509209,1462,89.8,99.9
2023,9,8,金,くり,45700,,,32098,913,68.6,89.1
2023,9,8,金,いちご,46100,,,842,2822,49.7,109.8
2023,9,8,金,メロン計,47000,,,108039,534,106.6,98.3
2023,9,8,金,すいか,48100,,,85451,283,52.4,90.4
2023,9,8,金,キウイフルツ,49300,,,6,367,50.0,106.1
2023,9,8,金,バナナ,50100,,,430210,198,91.2,96.1
2023,9,8,金,パイナップル,50300,,,83368,229,94.2,102.7
2023,9,8,金,レモン,50400,,,50168,373,135.2,84.2
2023,9,8,金,オレンジ,50600,,,40827,318,118.0,96.7
2023,9,8,金,輸入キウイ,50800,,,72691,643,107.2,94.3
2023,9,8,金,輸入メロン,50850,,,1897,449,42.7,111.7
2023,9,9,土,みかん,40100,,,209388,379,181.3,120.3
2023,9,9,土,りんご計,42000,,,508517,380,123.1,99.2
2023,9,9,土,日本なし計,43000,,,813293,445,113.7,100.2
2023,9,9,土,かき計,43500,,,79183,464,98.4,96.9
2023,9,9,土,もも,44100,,,148519,716,120.1,102.1
2023,9,9,土,すもも,44700,,,16279,746,112.2,100.3
2023,9,9,土,ぶどう計,45000,,,540850,1460,106.2,99.9
2023,9,9,土,くり,45700,,,36168,961,112.7,105.3
2023,9,9,土,いちご,46100,,,1091,2422,129.6,85.8
2023,9,9,土,メロン計,47000,,,98020,565,90.7,105.8
2023,9,9,土,すいか,48100,,,123399,309,144.4,109.2
2023,9,9,土,キウイフルツ,49300,,,45,285,750.0,77.7
2023,9,9,土,バナナ,50100,,,379039,209,88.1,105.6
2023,9,9,土,パイナップル,50300,,,86697,223,104.0,97.4
2023,9,9,土,レモン,50400,,,38183,368,76.1,98.7
2023,9,9,土,オレンジ,50600,,,48561,296,118.9,93.1
2023,9,9,土,輸入キウイ,50800,,,97875,669,134.6,104.0
2023,9,9,土,輸入メロン,50850,,,3474,380,183.1,84.6
2023,9,11,月,みかん,40100,,,284079,314,135.7,82.8
2023,9,11,月,りんご計,42000,,,505437,377,99.4,99.2
2023,9,11,月,日本なし計,43000,,,1070927,434,131.7,97.5
2023,9,11,月,かき計,43500,,,160708,465,203.0,100.2
2023,9,11,月,もも,44100,,,141995,733,95.6,102.4
2023,9,11,月,すもも,44700,,,27100,736,166.5,98.7
2023,9,11,月,ぶどう計,45000,,,542344,1457,100.3,99.8
2023,9,11,月,くり,45700,,,51835,959,143.3,99.8
2023,9,11,月,いちご,46100,,,1401,2641,128.4,109.0
2023,9,11,月,メロン計,47000,,,93396,612,95.3,108.3
2023,9,11,月,すいか,48100,,,62529,302,50.7,97.7
2023,9,11,月,バナナ,50100,,,434823,221,114.7,105.7
2023,9,11,月,パイナップル,50300,,,69612,227,80.3,101.8
2023,9,11,月,レモン,50400,,,38919,375,101.9,101.9
2023,9,11,月,オレンジ,50600,,,40362,324,83.1,109.5
2023,9,11,月,輸入キウイ,50800,,,82724,646,84.5,96.6
2023,9,11,月,輸入メロン,50850,,,1112,466,32.0,122.6
2023,9,12,火,みかん,40100,,,205344,323,72.3,102.9
2023,9,12,火,りんご計,42000,,,461111,375,91.2,99.5
2023,9,12,火,日本なし計,43000,,,790058,441,73.8,101.6
2023,9,12,火,かき計,43500,,,139507,455,86.8,97.8
2023,9,12,火,もも,44100,,,105343,729,74.2,99.5
2023,9,12,火,すもも,44700,,,22463,762,82.9,103.5
2023,9,12,火,ぶどう計,45000,,,545788,1465,100.6,100.5
2023,9,12,火,くり,45700,,,44167,944,85.2,98.4
2023,9,12,火,いちご,46100,,,986,2610,70.4,98.8
2023,9,12,火,メロン計,47000,,,89333,583,95.6,95.3
2023,9,12,火,すいか,48100,,,88882,345,142.1,114.2
2023,9,12,火,バナナ,50100,,,375103,207,86.3,93.7
2023,9,12,火,パイナップル,50300,,,72051,225,103.5,99.1
2023,9,12,火,レモン,50400,,,26520,400,68.1,106.7
2023,9,12,火,オレンジ,50600,,,49028,314,121.5,96.9
2023,9,12,火,輸入キウイ,50800,,,51863,657,62.7,101.7
2023,9,12,火,輸入メロン,50850,,,2536,356,228.1,76.4
2023,9,14,木,みかん,40100,,,624731,329,304.2,101.9
2023,9,14,木,りんご計,42000,,,614148,372,133.2,99.2
2023,9,14,木,日本なし計,43000,,,1131067,438,143.2,99.3
2023,9,14,木,かき計,43500,,,353327,437,253.3,96.0
2023,9,14,木,もも,44100,,,121179,751,115.0,103.0
2023,9,14,木,すもも,44700,,,28128,799,125.2,104.9
2023,9,14,木,ぶどう計,45000,,,604838,1472,110.8,100.5
2023,9,14,木,くり,45700,,,50931,986,115.3,104.4
2023,9,14,木,いちご,46100,,,1704,2567,172.8,98.4
2023,9,14,木,メロン計,47000,,,100347,633,112.3,108.6
2023,9,14,木,すいか,48100,,,86245,340,97.0,98.6
2023,9,14,木,キウイフルツ,49300,,,70,302,−,−
2023,9,14,木,バナナ,50100,,,432743,222,115.4,107.2
2023,9,14,木,パイナップル,50300,,,85972,228,119.3,101.3
2023,9,14,木,レモン,50400,,,22891,432,86.3,108.0
2023,9,14,木,オレンジ,50600,,,51273,325,104.6,103.5
2023,9,14,木,輸入キウイ,50800,,,86445,677,166.7,103.0
2023,9,14,木,輸入メロン,50850,,,4990,397,196.8,111.5
2023,9,15,金,みかん,40100,,,367292,311,58.8,94.5
2023,9,15,金,りんご計,42000,,,484308,374,78.9,100.5
2023,9,15,金,日本なし計,43000,,,679188,434,60.0,99.1
2023,9,15,金,かき計,43500,,,141440,446,40.0,102.1
2023,9,15,金,もも,44100,,,61360,779,50.6,103.7
2023,9,15,金,すもも,44700,,,20232,807,71.9,101.0
2023,9,15,金,ぶどう計,45000,,,535723,1477,88.6,100.3
2023,9,15,金,くり,45700,,,35822,941,70.3,95.4
2023,9,15,金,いちご,46100,,,724,2835,42.5,110.4
2023,9,15,金,メロン計,47000,,,88944,625,88.6,98.7
2023,9,15,金,すいか,48100,,,35345,329,41.0,96.8
2023,9,15,金,キウイフルツ,49300,,,5,324,7.1,107.3
2023,9,15,金,バナナ,50100,,,534062,194,123.4,87.4
2023,9,15,金,パイナップル,50300,,,78256,225,91.0,98.7
2023,9,15,金,レモン,50400,,,28972,415,126.6,96.1
2023,9,15,金,オレンジ,50600,,,58150,316,113.4,97.2
2023,9,15,金,輸入キウイ,50800,,,76339,647,88.3,95.6
2023,9,15,金,輸入メロン,50850,,,5726,391,114.7,98.5
2023,9,16,土,みかん,40100,,,373325,312,101.6,100.3
2023,9,16,土,りんご計,42000,,,594207,370,122.7,98.9
2023,9,16,土,日本なし計,43000,,,644408,444,94.9,102.3
2023,9,16,土,かき計,43500,,,260212,432,184.0,96.9
2023,9,16,土,もも,44100,,,83609,754,136.3,96.8
2023,9,16,土,すもも,44700,,,23013,785,113.7,97.3
2023,9,16,土,ぶどう計,45000,,,562705,1475,105.0,99.9
2023,9,16,土,くり,45700,,,38129,895,106.4,95.1
2023,9,16,土,いちご,46100,,,1039,2495,143.5,88.0
2023,9,16,土,メロン計,47000,,,100448,652,112.9,104.3
2023,9,16,土,すいか,48100,,,54265,331,153.5,100.6
2023,9,16,土,キウイフルツ,49300,,,306,676,6120.0,208.6
2023,9,16,土,バナナ,50100,,,421984,215,79.0,110.8
2023,9,16,土,パイナップル,50300,,,76369,230,97.6,102.2
2023,9,16,土,レモン,50400,,,39729,400,137.1,96.4
2023,9,16,土,オレンジ,50600,,,53726,323,92.5,102.2
2023,9,16,土,輸入キウイ,50800,,,120313,661,157.6,102.2
2023,9,16,土,輸入メロン,50850,,,4782,428,83.5,109.5
2023,9,18,月,みかん,40100,,,4205,208,1.1,66.9
2023,9,18,月,りんご計,42000,,,2300,427,0.5,114.2
2023,9,18,月,日本なし計,43000,,,4950,417,0.7,96.1
2023,9,18,月,もも,44100,,,570,866,0.9,111.2
2023,9,18,月,ぶどう計,45000,,,382,1647,0.1,111.5
2023,9,18,月,メロン計,47000,,,850,412,1.0,65.9
2023,9,18,月,すいか,48100,,,1955,430,5.5,130.7
2023,9,18,月,バナナ,50100,,,7724,251,1.4,129.4
2023,9,18,月,パイナップル,50300,,,2360,281,3.0,124.3
2023,9,18,月,レモン,50400,,,889,387,3.1,93.3
2023,9,18,月,オレンジ,50600,,,1792,224,3.1,70.9
2023,9,18,月,輸入キウイ,50800,,,391,736,0.5,113.8
2023,9,18,月,輸入メロン,50850,,,100,375,1.7,95.9
2023,9,19,火,みかん,40100,,,725753,306,******,147.1
2023,9,19,火,りんご計,42000,,,674010,374,******,87.6
2023,9,19,火,日本なし計,43000,,,1129529,440,******,105.5
2023,9,19,火,かき計,43500,,,715004,403,−,−
2023,9,19,火,もも,44100,,,86791,747,******,86.3
2023,9,19,火,すもも,44700,,,29274,826,−,−
2023,9,19,火,ぶどう計,45000,,,640771,1448,******,87.9
2023,9,19,火,くり,45700,,,68308,896,−,−
2023,9,19,火,いちご,46100,,,2509,2710,−,−
2023,9,19,火,メロン計,47000,,,119549,689,******,167.2
2023,9,19,火,すいか,48100,,,102871,319,5261.9,74.2
2023,9,19,火,キウイフルツ,49300,,,12,311,−,−
2023,9,19,火,バナナ,50100,,,594653,222,7698.8,88.4
2023,9,19,火,パイナップル,50300,,,80547,225,3413.0,80.1
2023,9,19,火,レモン,50400,,,55619,369,6256.4,95.3
2023,9,19,火,オレンジ,50600,,,38450,332,2145.6,148.2
2023,9,19,火,輸入キウイ,50800,,,128961,667,******,90.6
2023,9,19,火,輸入メロン,50850,,,3912,432,3912.0,115.2
2023,9,20,水,みかん,40100,,,374894,293,51.7,95.8
2023,9,20,水,りんご計,42000,,,449059,373,66.6,99.7
2023,9,20,水,日本なし計,43000,,,436699,456,38.7,103.6
2023,9,20,水,かき計,43500,,,306080,422,42.8,104.7
2023,9,20,水,もも,44100,,,45351,739,52.3,98.9
2023,9,20,水,すもも,44700,,,14811,820,50.6,99.3
2023,9,20,水,ぶどう計,45000,,,496223,1489,77.4,102.8
2023,9,20,水,くり,45700,,,38665,961,56.6,107.3
2023,9,20,水,いちご,46100,,,792,2867,31.6,105.8
2023,9,20,水,メロン計,47000,,,112287,647,93.9,93.9
2023,9,20,水,すいか,48100,,,34275,332,33.3,104.1
2023,9,20,水,キウイフルツ,49300,,,24,259,200.0,83.3
2023,9,20,水,バナナ,50100,,,268717,201,45.2,90.5
2023,9,20,水,パイナップル,50300,,,58369,231,72.5,102.7
2023,9,20,水,レモン,50400,,,37363,362,67.2,98.1
2023,9,20,水,オレンジ,50600,,,50944,305,132.5,91.9
2023,9,20,水,輸入キウイ,50800,,,84872,681,65.8,102.1
2023,9,20,水,輸入メロン,50850,,,4332,377,110.7,87.3
2023,9,21,木,みかん,40100,,,445751,298,118.9,101.7
2023,9,21,木,りんご計,42000,,,503345,370,112.1,99.2
2023,9,21,木,日本なし計,43000,,,422178,467,96.7,102.4
2023,9,21,木,かき計,43500,,,344068,388,112.4,91.9
2023,9,21,木,もも,44100,,,53566,734,118.1,99.3
2023,9,21,木,すもも,44700,,,14829,810,100.1,98.8
2023,9,21,木,ぶどう計,45000,,,489360,1499,98.6,100.7
2023,9,21,木,くり,45700,,,38341,1016,99.2,105.7
2023,9,21,木,いちご,46100,,,995,2627,125.6,91.6
2023,9,21,木,メロン計,47000,,,106317,654,94.7,101.1
2023,9,21,木,すいか,48100,,,35420,362,103.3,109.0
2023,9,21,木,キウイフルツ,49300,,,402,406,1675.0,156.8
2023,9,21,木,バナナ,50100,,,275972,218,102.7,108.5
2023,9,21,木,パイナップル,50300,,,61153,228,104.8,98.7
2023,9,21,木,レモン,50400,,,27077,396,72.5,109.4
2023,9,21,木,オレンジ,50600,,,41972,306,82.4,100.3
2023,9,21,木,輸入キウイ,50800,,,85020,645,100.2,94.7
2023,9,21,木,輸入メロン,50850,,,1795,413,41.4,109.5
2023,9,22,金,みかん,40100,,,444606,310,99.7,104.0
2023,9,22,金,りんご計,42000,,,608620,371,120.9,100.3
2023,9,22,金,日本なし計,43000,,,499268,460,118.3,98.5
2023,9,22,金,かき計,43500,,,391569,395,113.8,101.8
2023,9,22,金,もも,44100,,,35455,746,66.2,101.6
2023,9,22,金,すもも,44700,,,16948,793,114.3,97.9
2023,9,22,金,ぶどう計,45000,,,504075,1492,103.0,99.5
2023,9,22,金,くり,45700,,,40718,973,106.2,95.8
2023,9,22,金,いちご,46100,,,1342,2704,134.9,102.9
2023,9,22,金,メロン計,47000,,,123511,603,116.2,92.2
2023,9,22,金,すいか,48100,,,28470,352,80.4,97.2
2023,9,22,金,キウイフルツ,49300,,,222,351,55.2,86.5
2023,9,22,金,バナナ,50100,,,491637,193,178.1,88.5
2023,9,22,金,パイナップル,50300,,,90589,228,148.1,100.0
2023,9,22,金,レモン,50400,,,60627,359,223.9,90.7
2023,9,22,金,オレンジ,50600,,,89356,295,212.9,96.4
2023,9,22,金,輸入キウイ,50800,,,110755,637,130.3,98.8
2023,9,22,金,輸入メロン,50850,,,3714,418,206.9,101.2
2023,9,25,月,みかん,40100,,,735378,296,165.4,95.5
2023,9,25,月,りんご計,42000,,,678079,371,111.4,100.0
2023,9,25,月,日本なし計,43000,,,724964,472,145.2,102.6
2023,9,25,月,かき計,43500,,,762069,378,194.6,95.7
2023,9,25,月,もも,44100,,,62525,735,176.4,98.5
2023,9,25,月,すもも,44700,,,22318,761,131.7,96.0
2023,9,25,月,ぶどう計,45000,,,570919,1496,113.3,100.3
2023,9,25,月,くり,45700,,,59258,1072,145.5,110.2
2023,9,25,月,いちご,46100,,,2382,2800,177.5,103.6
2023,9,25,月,メロン計,47000,,,122954,648,99.5,107.5
2023,9,25,月,すいか,48100,,,48633,322,170.8,91.5
2023,9,25,月,キウイフルツ,49300,,,123,746,55.4,212.5
2023,9,25,月,バナナ,50100,,,819915,218,166.8,113.0
2023,9,25,月,パイナップル,50300,,,87309,235,96.4,103.1
2023,9,25,月,レモン,50400,,,34870,391,57.5,108.9
2023,9,25,月,オレンジ,50600,,,53592,321,60.0,108.8
2023,9,25,月,輸入キウイ,50800,,,88422,662,79.8,103.9
2023,9,25,月,輸入メロン,50850,,,4223,455,113.7,108.9
2023,9,26,火,みかん,40100,,,353324,304,48.0,102.7
2023,9,26,火,りんご計,42000,,,494188,381,72.9,102.7
2023,9,26,火,日本なし計,43000,,,502599,473,69.3,100.2
2023,9,26,火,かき計,43500,,,300659,373,39.5,98.7
2023,9,26,火,もも,44100,,,25641,718,41.0,97.7
2023,9,26,火,すもも,44700,,,13772,821,61.7,107.9
2023,9,26,火,ぶどう計,45000,,,459563,1520,80.5,101.6
2023,9,26,火,くり,45700,,,41856,1077,70.6,100.5
2023,9,26,火,いちご,46100,,,1098,2873,46.1,102.6
2023,9,26,火,メロン計,47000,,,129607,597,105.4,92.1
2023,9,26,火,すいか,48100,,,19950,336,41.0,104.3
2023,9,26,火,キウイフルツ,49300,,,24,313,19.5,42.0
2023,9,26,火,バナナ,50100,,,376469,214,45.9,98.2
2023,9,26,火,パイナップル,50300,,,74769,222,85.6,94.5
2023,9,26,火,レモン,50400,,,34935,376,100.2,96.2
2023,9,26,火,オレンジ,50600,,,40281,331,75.2,103.1
2023,9,26,火,輸入キウイ,50800,,,145764,646,164.9,97.6
2023,9,26,火,輸入メロン,50850,,,2571,410,60.9,90.1
2023,9,28,木,みかん,40100,,,771594,290,218.4,95.4
2023,9,28,木,りんご計,42000,,,603149,382,122.0,100.3
2023,9,28,木,日本なし計,43000,,,574378,490,114.3,103.6
2023,9,28,木,かき計,43500,,,764538,365,254.3,97.9
2023,9,28,木,もも,44100,,,34499,709,134.5,98.7
2023,9,28,木,すもも,44700,,,17880,796,129.8,97.0
2023,9,28,木,ぶどう計,45000,,,516360,1535,112.4,101.0
2023,9,28,木,くり,45700,,,60474,1092,144.5,101.4
2023,9,28,木,いちご,46100,,,1872,2786,170.5,97.0
2023,9,28,木,メロン計,47000,,,129603,678,100.0,113.6
2023,9,28,木,すいか,48100,,,49293,326,247.1,97.0
2023,9,28,木,キウイフルツ,49300,,,1401,737,5837.5,235.5
2023,9,28,木,バナナ,50100,,,408212,231,108.4,107.9
2023,9,28,木,パイナップル,50300,,,90667,231,121.3,104.1
2023,9,28,木,レモン,50400,,,30824,397,88.2,105.6
2023,9,28,木,オレンジ,50600,,,50297,316,124.9,95.5
2023,9,28,木,輸入キウイ,50800,,,90713,637,62.2,98.6
2023,9,28,木,輸入メロン,50850,,,7393,445,287.6,108.5
2023,9,29,金,みかん,40100,,,523517,286,67.8,98.6
2023,9,29,金,りんご計,42000,,,461108,408,76.5,106.8
2023,9,29,金,日本なし計,43000,,,325596,486,56.7,99.2
2023,9,29,金,かき計,43500,,,544344,360,71.2,98.6
2023,9,29,金,もも,44100,,,17987,715,52.1,100.8
2023,9,29,金,すもも,44700,,,13418,795,75.0,99.9
2023,9,29,金,ぶどう計,45000,,,416119,1545,80.6,100.7
2023,9,29,金,くり,45700,,,40440,1062,66.9,97.3
2023,9,29,金,いちご,46100,,,851,2925,45.5,105.0
2023,9,29,金,メロン計,47000,,,119457,631,92.2,93.1
2023,9,29,金,すいか,48100,,,29095,278,59.0,85.3
2023,9,29,金,キウイフルツ,49300,,,652,980,46.5,133.0
2023,9,29,金,バナナ,50100,,,531143,201,130.1,87.0
2023,9,29,金,パイナップル,50300,,,73734,239,81.3,103.5
2023,9,29,金,レモン,50400,,,28199,409,91.5,103.0
2023,9,29,金,オレンジ,50600,,,43274,311,86.0,98.4
2023,9,29,金,輸入キウイ,50800,,,73611,623,81.1,97.8
2023,9,29,金,輸入メロン,50850,,,4566,378,61.8,84.9
2023,9,30,土,みかん,40100,,,587749,278,112.3,97.2
2023,9,30,土,りんご計,42000,,,541040,388,117.3,95.1
2023,9,30,土,日本なし計,43000,,,413112,465,126.9,95.7
2023,9,30,土,かき計,43500,,,627806,364,115.3,101.1
2023,9,30,土,もも,44100,,,17164,807,95.4,112.9
2023,9,30,土,すもも,44700,,,11292,826,84.2,103.9
2023,9,30,土,ぶどう計,45000,,,423447,1550,101.8,100.3
2023,9,30,土,くり,45700,,,47563,1114,117.6,104.9
2023,9,30,土,いちご,46100,,,1356,2752,159.3,94.1
2023,9,30,土,メロン計,47000,,,112546,622,94.2,98.6
2023,9,30,土,すいか,48100,,,24570,338,84.4,121.6
2023,9,30,土,キウイフルツ,49300,,,556,832,85.3,84.9
2023,9,30,土,バナナ,50100,,,574887,212,108.2,105.5
2023,9,30,土,パイナップル,50300,,,92249,234,125.1,97.9
2023,9,30,土,レモン,50400,,,47535,367,168.6,89.7
2023,9,30,土,オレンジ,50600,,,47066,315,108.8,101.3
2023,9,30,土,輸入キウイ,50800,,,191027,705,259.5,113.2
2023,9,30,土,輸入メロン,50850,,,4996,439,109.4,116.1
2023,10,2,月,みかん,40100,,,1135682,279,193.2,100.4
2023,10,2,月,りんご計,42000,,,557761,406,103.1,104.6
2023,10,2,月,日本なし計,43000,,,328231,496,79.5,106.7
2023,10,2,月,かき計,43500,,,987479,345,157.3,94.8
2023,10,2,月,もも,44100,,,16732,725,97.5,89.8
2023,10,2,月,すもも,44700,,,6955,867,61.6,105.0
2023,10,2,月,ぶどう計,45000,,,392209,1568,92.6,101.2
2023,10,2,月,くり,45700,,,63247,1117,133.0,100.3
2023,10,2,月,いちご,46100,,,1459,2962,107.6,107.6
2023,10,2,月,メロン計,47000,,,101593,623,90.3,100.2
2023,10,2,月,すいか,48100,,,33334,305,135.7,90.2
2023,10,2,月,キウイフルツ,49300,,,5317,1083,956.3,130.2
2023,10,2,月,バナナ,50100,,,384135,220,66.8,103.8
2023,10,2,月,パイナップル,50300,,,56235,229,61.0,97.9
2023,10,2,月,レモン,50400,,,28636,385,60.2,104.9
2023,10,2,月,オレンジ,50600,,,36222,322,77.0,102.2
2023,10,2,月,輸入おうとう,50700,,,66,65,−,−
2023,10,2,月,輸入キウイ,50800,,,78422,652,41.1,92.5
2023,10,2,月,輸入メロン,50850,,,4182,377,83.7,85.9
2023,10,3,火,みかん,40100,,,567430,291,50.0,104.3
2023,10,3,火,りんご計,42000,,,449756,437,80.6,107.6
2023,10,3,火,日本なし計,43000,,,316059,484,96.3,97.6
2023,10,3,火,かき計,43500,,,701596,352,71.0,102.0
2023,10,3,火,もも,44100,,,9620,704,57.5,97.1
2023,10,3,火,すもも,44700,,,7556,937,108.6,108.1
2023,10,3,火,ぶどう計,45000,,,371193,1594,94.6,101.7
2023,10,3,火,くり,45700,,,62065,1107,98.1,99.1
2023,10,3,火,いちご,46100,,,1676,2946,114.9,99.5
2023,10,3,火,メロン計,47000,,,110359,594,108.6,95.3
2023,10,3,火,すいか,48100,,,5995,411,18.0,134.8
2023,10,3,火,キウイフルツ,49300,,,2928,1065,55.1,98.3
2023,10,3,火,バナナ,50100,,,345257,204,89.9,92.7
2023,10,3,火,パイナップル,50300,,,53590,228,95.3,99.6
2023,10,3,火,レモン,50400,,,27347,394,95.5,102.3
2023,10,3,火,オレンジ,50600,,,25940,332,71.6,103.1
2023,10,3,火,輸入キウイ,50800,,,49421,661,63.0,101.4
2023,10,3,火,輸入メロン,50850,,,1271,374,30.4,99.2
2023,10,5,木,みかん,40100,,,1116101,280,196.7,96.2
2023,10,5,木,りんご計,42000,,,716553,450,159.3,103.0
2023,10,5,木,日本なし計,43000,,,429403,470,135.9,97.1
2023,10,5,木,かき計,43500,,,1118012,338,159.4,96.0
2023,10,5,木,もも,44100,,,12749,725,132.5,103.0
2023,10,5,木,すもも,44700,,,7198,1118,95.3,119.3
2023,10,5,木,ぶどう計,45000,,,416454,1626,112.2,102.0
2023,10,5,木,くり,45700,,,66361,1134,106.9,102.4
2023,10,5,木,いちご,46100,,,1932,2968,115.3,100.7
2023,10,5,木,メロン計,47000,,,115381,635,104.6,106.9
2023,10,5,木,すいか,48100,,,51794,311,864.0,75.7
2023,10,5,木,キウイフルツ,49300,,,7023,1058,239.9,99.3
2023,10,5,木,バナナ,50100,,,442845,222,128.3,108.8
2023,10,5,木,パイナップル,50300,,,77981,235,145.5,103.1
2023,10,5,木,レモン,50400,,,33242,373,121.6,94.7
2023,10,5,木,オレンジ,50600,,,48043,320,185.2,96.4
2023,10,5,木,輸入キウイ,50800,,,83576,646,169.1,97.7
2023,10,5,木,輸入メロン,50850,,,4373,450,344.1,120.3
2023,10,6,金,みかん,40100,,,968718,277,86.8,98.9
2023,10,6,金,りんご計,42000,,,528328,450,73.7,100.0
2023,10,6,金,日本なし計,43000,,,195743,463,45.6,98.5
2023,10,6,金,かき計,43500,,,703121,340,62.9,100.6
2023,10,6,金,もも,44100,,,2913,635,22.8,87.6
2023,10,6,金,すもも,44700,,,3930,916,54.6,81.9
2023,10,6,金,ぶどう計,45000,,,308091,1641,74.0,100.9
2023,10,6,金,くり,45700,,,45190,1039,68.1,91.6
2023,10,6,金,いちご,46100,,,795,4526,41.1,152.5
2023,10,6,金,メロン計,47000,,,109306,682,94.7,107.4
2023,10,6,金,すいか,48100,,,19098,314,36.9,101.0
2023,10,6,金,キウイフルツ,49300,,,3986,999,56.8,94.4
2023,10,6,金,バナナ,50100,,,426845,195,96.4,87.8
2023,10,6,金,パイナップル,50300,,,72032,239,92.4,101.7
2023,10,6,金,レモン,50400,,,37409,397,112.5,106.4
2023,10,6,金,オレンジ,50600,,,36603,326,76.2,101.9
2023,10,6,金,輸入キウイ,50800,,,86816,656,103.9,101.5
2023,10,6,金,輸入メロン,50850,,,1968,438,45.0,97.3
2023,10,7,土,みかん,40100,,,1018352,278,105.1,100.4
2023,10,7,土,りんご計,42000,,,756982,460,143.3,102.2
2023,10,7,土,日本なし計,43000,,,277493,480,141.8,103.7
2023,10,7,土,かき計,43500,,,863065,335,122.7,98.5
2023,10,7,土,もも,44100,,,4831,685,165.8,107.9
2023,10,7,土,すもも,44700,,,4300,928,109.4,101.3
2023,10,7,土,ぶどう計,45000,,,391129,1634,127.0,99.6
2023,10,7,土,くり,45700,,,49392,1016,109.3,97.8
2023,10,7,土,いちご,46100,,,1255,2827,157.9,62.5
2023,10,7,土,メロン計,47000,,,118697,606,108.6,88.9
2023,10,7,土,すいか,48100,,,21326,331,111.7,105.4
2023,10,7,土,キウイフルツ,49300,,,4219,1053,105.8,105.4
2023,10,7,土,バナナ,50100,,,423599,216,99.2,110.8
2023,10,7,土,パイナップル,50300,,,77674,230,107.8,96.2
2023,10,7,土,レモン,50400,,,30732,384,82.2,96.7
2023,10,7,土,オレンジ,50600,,,85934,291,234.8,89.3
2023,10,7,土,輸入キウイ,50800,,,101635,657,117.1,100.2
2023,10,7,土,輸入メロン,50850,,,3945,370,200.5,84.5
2023,10,9,月,みかん,40100,,,6566,249,0.7,89.9
2023,10,9,月,りんご計,42000,,,1880,567,0.4,126.0
2023,10,9,月,日本なし計,43000,,,380,632,0.2,136.5
2023,10,9,月,かき計,43500,,,6653,441,0.9,129.7
2023,10,9,月,ぶどう計,45000,,,210,2501,0.1,152.4
2023,10,9,月,メロン計,47000,,,379,658,0.3,96.5
2023,10,9,月,すいか,48100,,,60,288,0.3,91.7
2023,10,9,月,バナナ,50100,,,7543,244,1.8,125.1
2023,10,9,月,パイナップル,50300,,,2530,255,3.5,106.3
2023,10,9,月,レモン,50400,,,1867,357,5.0,89.9
2023,10,9,月,オレンジ,50600,,,2036,329,5.6,100.9
2023,10,9,月,輸入キウイ,50800,,,378,705,0.4,107.5
2023,10,10,火,みかん,40100,,,1358812,280,******,112.4
2023,10,10,火,りんご計,42000,,,963627,466,******,82.2
2023,10,10,火,日本なし計,43000,,,380372,456,******,72.2
2023,10,10,火,かき計,43500,,,1824390,312,******,70.7
