年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,2,6,土,びわ,43900,,,59,5506,−,−
2021,2,6,土,おうとう,44800,,,7,16601,50.0,110.4
2021,2,6,土,ぶどう計,45000,,,4629,1695,58.8,177.1
2021,2,6,土,いちご,46100,,,359909,1492,121.4,100.6
2021,2,6,土,メロン計,47000,,,32405,861,115.1,100.7
2021,2,6,土,すいか,48100,,,3400,355,60.4,82.9
2021,2,6,土,キウイフルツ,49300,,,79610,539,64.1,101.7
2021,2,6,土,バナナ,50100,,,491829,160,84.6,107.4
2021,2,6,土,パイナップル,50300,,,73724,145,98.9,94.8
2021,2,6,土,レモン,50400,,,28006,301,143.9,95.3
2021,2,6,土,オレンジ,50600,,,27586,244,67.0,103.4
2021,2,6,土,輸入おうとう,50700,,,35,2407,87.5,96.5
2021,2,6,土,輸入キウイ,50800,,,13173,446,74.1,88.8
2021,2,6,土,輸入メロン,50850,,,3810,231,66.4,91.7
2021,2,8,月,みかん,40100,,,917713,289,83.1,104.0
2021,2,8,月,はっさく,41321,,,126251,185,228.3,105.1
2021,2,8,月,りんご計,42000,,,868383,273,105.4,100.0
2021,2,8,月,日本なし計,43000,,,765,256,1821.4,51.8
2021,2,8,月,かき計,43500,,,11891,443,177.5,91.7
2021,2,8,月,おうとう,44800,,,16,17223,228.6,103.7
2021,2,8,月,ぶどう計,45000,,,8078,623,174.5,36.8
2021,2,8,月,いちご,46100,,,534200,1472,148.4,98.7
2021,2,8,月,メロン計,47000,,,33312,787,102.8,91.4
2021,2,8,月,すいか,48100,,,4287,375,126.1,105.6
2021,2,8,月,キウイフルツ,49300,,,96861,519,121.7,96.3
2021,2,8,月,バナナ,50100,,,465934,160,94.7,100.0
2021,2,8,月,パイナップル,50300,,,68479,155,92.9,106.9
2021,2,8,月,レモン,50400,,,22513,315,80.4,104.7
2021,2,8,月,オレンジ,50600,,,24903,239,90.3,98.0
2021,2,8,月,輸入おうとう,50700,,,370,2103,1057.1,87.4
2021,2,8,月,輸入キウイ,50800,,,7713,417,58.6,93.5
2021,2,8,月,輸入メロン,50850,,,7841,136,205.8,58.9
2021,2,9,火,みかん,40100,,,893524,284,97.4,98.3
2021,2,9,火,はっさく,41321,,,131712,196,104.3,105.9
2021,2,9,火,りんご計,42000,,,746104,266,85.9,97.4
2021,2,9,火,かき計,43500,,,1667,469,14.0,105.9
2021,2,9,火,びわ,43900,,,52,5726,−,−
2021,2,9,火,おうとう,44800,,,4,15431,25.0,89.6
2021,2,9,火,ぶどう計,45000,,,5872,759,72.7,121.8
2021,2,9,火,いちご,46100,,,345021,1498,64.6,101.8
2021,2,9,火,メロン計,47000,,,18804,903,56.4,114.7
2021,2,9,火,すいか,48100,,,9267,334,216.2,89.1
2021,2,9,火,キウイフルツ,49300,,,85839,538,88.6,103.7
2021,2,9,火,バナナ,50100,,,351334,152,75.4,95.0
2021,2,9,火,パイナップル,50300,,,76052,135,111.1,87.1
2021,2,9,火,レモン,50400,,,22200,299,98.6,94.9
2021,2,9,火,オレンジ,50600,,,68747,221,276.1,92.5
2021,2,9,火,輸入キウイ,50800,,,8452,279,109.6,66.9
2021,2,9,火,輸入メロン,50850,,,3692,269,47.1,197.8
2021,2,10,水,みかん,40100,,,470714,278,52.7,97.9
2021,2,10,水,はっさく,41321,,,68527,182,52.0,92.9
2021,2,10,水,りんご計,42000,,,668166,269,89.6,101.1
2021,2,10,水,かき計,43500,,,2181,411,130.8,87.6
2021,2,10,水,びわ,43900,,,35,4761,67.3,83.1
2021,2,10,水,おうとう,44800,,,9,15168,225.0,98.3
2021,2,10,水,ぶどう計,45000,,,2149,1472,36.6,193.9
2021,2,10,水,いちご,46100,,,342144,1479,99.2,98.7
2021,2,10,水,メロン計,47000,,,19720,851,104.9,94.2
2021,2,10,水,すいか,48100,,,2288,491,24.7,147.0
2021,2,10,水,キウイフルツ,49300,,,25886,542,30.2,100.7
2021,2,10,水,バナナ,50100,,,280975,166,80.0,109.2
2021,2,10,水,パイナップル,50300,,,44487,169,58.5,125.2
2021,2,10,水,レモン,50400,,,15629,310,70.4,103.7
2021,2,10,水,オレンジ,50600,,,20299,268,29.5,121.3
2021,2,10,水,輸入キウイ,50800,,,16395,479,194.0,171.7
2021,2,10,水,輸入メロン,50850,,,2658,296,72.0,110.0
2021,2,11,木,りんご計,42000,,,4888,335,0.6,122.7
2021,2,11,木,いちご,46100,,,951,1543,0.2,104.8
2021,2,11,木,メロン計,47000,,,100,562,0.3,71.4
2021,2,11,木,キウイフルツ,49300,,,284,583,0.3,112.3
2021,2,11,木,バナナ,50100,,,8173,215,1.8,134.4
2021,2,11,木,パイナップル,50300,,,2560,206,3.7,132.9
2021,2,11,木,レモン,50400,,,1268,383,5.6,121.6
2021,2,11,木,オレンジ,50600,,,918,352,3.7,147.3
2021,2,11,木,輸入キウイ,50800,,,478,498,6.2,119.4
2021,2,11,木,輸入メロン,50850,,,42,309,0.5,227.2
2021,2,12,金,みかん,40100,,,796930,281,−,−
2021,2,12,金,はっさく,41321,,,204804,186,−,−
2021,2,12,金,りんご計,42000,,,1155693,268,******,80.0
2021,2,12,金,日本なし計,43000,,,930,227,−,−
2021,2,12,金,かき計,43500,,,4009,512,−,−
2021,2,12,金,びわ,43900,,,83,5278,−,−
2021,2,12,金,おうとう,44800,,,8,14405,−,−
2021,2,12,金,ぶどう計,45000,,,4757,850,−,−
2021,2,12,金,いちご,46100,,,633468,1459,******,94.6
2021,2,12,金,メロン計,47000,,,32529,794,******,141.3
2021,2,12,金,すいか,48100,,,12528,370,−,−
2021,2,12,金,キウイフルツ,49300,,,165794,548,******,94.0
2021,2,12,金,バナナ,50100,,,623168,160,7624.7,74.4
2021,2,12,金,パイナップル,50300,,,104567,147,4084.6,71.4
2021,2,12,金,レモン,50400,,,22482,340,1773.0,88.8
2021,2,12,金,オレンジ,50600,,,35883,231,3908.8,65.6
2021,2,12,金,輸入おうとう,50700,,,30,2448,−,−
2021,2,12,金,輸入キウイ,50800,,,4252,419,889.5,84.1
2021,2,12,金,輸入メロン,50850,,,4641,257,******,83.2
2021,2,13,土,みかん,40100,,,800524,305,100.5,108.5
2021,2,13,土,はっさく,41321,,,89248,180,43.6,96.8
2021,2,13,土,りんご計,42000,,,819742,270,70.9,100.7
2021,2,13,土,かき計,43500,,,403,536,10.1,104.7
2021,2,13,土,びわ,43900,,,24,6017,28.9,114.0
2021,2,13,土,おうとう,44800,,,13,15527,162.5,107.8
2021,2,13,土,ぶどう計,45000,,,3416,772,71.8,90.8
2021,2,13,土,いちご,46100,,,422086,1461,66.6,100.1
2021,2,13,土,メロン計,47000,,,28830,863,88.6,108.7
2021,2,13,土,すいか,48100,,,3940,356,31.4,96.2
2021,2,13,土,キウイフルツ,49300,,,73001,531,44.0,96.9
2021,2,13,土,バナナ,50100,,,548200,158,88.0,98.8
2021,2,13,土,パイナップル,50300,,,82755,154,79.1,104.8
2021,2,13,土,レモン,50400,,,33286,303,148.1,89.1
2021,2,13,土,オレンジ,50600,,,87365,257,243.5,111.3
2021,2,13,土,輸入おうとう,50700,,,5,2549,16.7,104.1
2021,2,13,土,輸入キウイ,50800,,,3163,509,74.4,121.5
2021,2,13,土,輸入メロン,50850,,,9046,152,194.9,59.1
2021,2,15,月,みかん,40100,,,886088,310,110.7,101.6
2021,2,15,月,はっさく,41321,,,120947,180,135.5,100.0
2021,2,15,月,りんご計,42000,,,867288,273,105.8,101.1
2021,2,15,月,かき計,43500,,,3566,655,884.9,122.2
2021,2,15,月,びわ,43900,,,81,4651,337.5,77.3
2021,2,15,月,おうとう,44800,,,11,13593,84.6,87.5
2021,2,15,月,ぶどう計,45000,,,4789,482,140.2,62.4
2021,2,15,月,いちご,46100,,,589859,1432,139.7,98.0
2021,2,15,月,メロン計,47000,,,38287,940,132.8,108.9
2021,2,15,月,すいか,48100,,,9364,300,237.7,84.3
2021,2,15,月,キウイフルツ,49300,,,100764,516,138.0,97.2
2021,2,15,月,バナナ,50100,,,479099,159,87.4,100.6
2021,2,15,月,パイナップル,50300,,,60743,157,73.4,101.9
2021,2,15,月,レモン,50400,,,29389,308,88.3,101.7
2021,2,15,月,オレンジ,50600,,,28534,244,32.7,94.9
2021,2,15,月,輸入キウイ,50800,,,1557,494,49.2,97.1
2021,2,15,月,輸入メロン,50850,,,4616,213,51.0,140.1
2021,2,16,火,みかん,40100,,,816350,302,92.1,97.4
2021,2,16,火,はっさく,41321,,,147771,188,122.2,104.4
2021,2,16,火,りんご計,42000,,,743441,275,85.7,100.7
2021,2,16,火,かき計,43500,,,1422,528,39.9,80.6
2021,2,16,火,びわ,43900,,,59,4909,72.8,105.5
2021,2,16,火,おうとう,44800,,,11,15729,100.0,115.7
2021,2,16,火,ぶどう計,45000,,,4733,520,98.8,107.9
2021,2,16,火,いちご,46100,,,402612,1450,68.3,101.3
2021,2,16,火,メロン計,47000,,,21220,1047,55.4,111.4
2021,2,16,火,すいか,48100,,,5996,301,64.0,100.3
2021,2,16,火,キウイフルツ,49300,,,77680,546,77.1,105.8
2021,2,16,火,バナナ,50100,,,367157,155,76.6,97.5
2021,2,16,火,パイナップル,50300,,,64567,146,106.3,93.0
2021,2,16,火,レモン,50400,,,28556,307,97.2,99.7
2021,2,16,火,オレンジ,50600,,,27054,256,94.8,104.9
2021,2,16,火,輸入キウイ,50800,,,4879,396,313.4,80.2
2021,2,16,火,輸入メロン,50850,,,3313,277,71.8,130.0
2021,2,18,木,みかん,40100,,,929690,314,113.9,104.0
2021,2,18,木,はっさく,41321,,,111947,176,75.8,93.6
2021,2,18,木,りんご計,42000,,,1059078,272,142.5,98.9
2021,2,18,木,日本なし計,43000,,,450,324,−,−
2021,2,18,木,かき計,43500,,,2962,693,208.3,131.3
2021,2,18,木,びわ,43900,,,250,5003,423.7,101.9
2021,2,18,木,おうとう,44800,,,19,13213,172.7,84.0
2021,2,18,木,ぶどう計,45000,,,5510,497,116.4,95.6
2021,2,18,木,いちご,46100,,,634641,1447,157.6,99.8
2021,2,18,木,メロン計,47000,,,32781,924,154.5,88.3
2021,2,18,木,すいか,48100,,,7784,352,129.8,116.9
2021,2,18,木,キウイフルツ,49300,,,111001,523,142.9,95.8
2021,2,18,木,バナナ,50100,,,478506,168,130.3,108.4
2021,2,18,木,パイナップル,50300,,,70927,179,109.9,122.6
2021,2,18,木,レモン,50400,,,28019,313,98.1,102.0
2021,2,18,木,オレンジ,50600,,,39055,235,144.4,91.8
2021,2,18,木,輸入キウイ,50800,,,1316,502,27.0,126.8
2021,2,18,木,輸入メロン,50850,,,9481,248,286.2,89.5
2021,2,19,金,みかん,40100,,,637277,309,68.5,98.4
2021,2,19,金,はっさく,41321,,,102200,192,91.3,109.1
2021,2,19,金,りんご計,42000,,,838398,264,79.2,97.1
2021,2,19,金,かき計,43500,,,387,444,13.1,64.1
2021,2,19,金,びわ,43900,,,48,2833,19.2,56.6
2021,2,19,金,おうとう,44800,,,3,21852,15.8,165.4
2021,2,19,金,ぶどう計,45000,,,5754,442,104.4,88.9
2021,2,19,金,いちご,46100,,,362519,1443,57.1,99.7
2021,2,19,金,メロン計,47000,,,26276,972,80.2,105.2
2021,2,19,金,すいか,48100,,,13464,313,173.0,88.9
2021,2,19,金,キウイフルツ,49300,,,110496,524,99.5,100.2
2021,2,19,金,バナナ,50100,,,468341,157,97.9,93.5
2021,2,19,金,パイナップル,50300,,,67135,158,94.7,88.3
2021,2,19,金,レモン,50400,,,17911,328,63.9,104.8
2021,2,19,金,オレンジ,50600,,,54834,237,140.4,100.9
2021,2,19,金,輸入おうとう,50700,,,25,259,−,−
2021,2,19,金,輸入キウイ,50800,,,2880,448,218.8,89.2
2021,2,19,金,輸入メロン,50850,,,6313,255,66.6,102.8
2021,2,20,土,みかん,40100,,,773575,315,121.4,101.9
2021,2,20,土,はっさく,41321,,,98864,180,96.7,93.8
2021,2,20,土,りんご計,42000,,,850703,268,101.5,101.5
2021,2,20,土,かき計,43500,,,400,404,103.4,91.0
2021,2,20,土,びわ,43900,,,142,5430,295.8,191.7
2021,2,20,土,おうとう,44800,,,6,15507,200.0,71.0
2021,2,20,土,ぶどう計,45000,,,1827,423,31.8,95.7
2021,2,20,土,いちご,46100,,,406101,1444,112.0,100.1
2021,2,20,土,メロン計,47000,,,31104,914,118.4,94.0
2021,2,20,土,すいか,48100,,,6265,390,46.5,124.6
2021,2,20,土,キウイフルツ,49300,,,83781,502,75.8,95.8
2021,2,20,土,バナナ,50100,,,402073,161,85.9,102.5
2021,2,20,土,パイナップル,50300,,,58054,154,86.5,97.5
2021,2,20,土,レモン,50400,,,45372,282,253.3,86.0
2021,2,20,土,オレンジ,50600,,,58766,261,107.2,110.1
2021,2,20,土,輸入キウイ,50800,,,2298,511,79.8,114.1
2021,2,20,土,輸入メロン,50850,,,6836,283,108.3,111.0
2021,2,22,月,みかん,40100,,,772881,304,99.9,96.5
2021,2,22,月,はっさく,41321,,,137750,188,139.3,104.4
2021,2,22,月,りんご計,42000,,,1084842,271,127.5,101.1
2021,2,22,月,日本なし計,43000,,,200,335,−,−
2021,2,22,月,かき計,43500,,,3962,681,990.5,168.6
2021,2,22,月,びわ,43900,,,301,4456,212.0,82.1
2021,2,22,月,おうとう,44800,,,21,14145,350.0,91.2
2021,2,22,月,ぶどう計,45000,,,5897,627,322.8,148.2
2021,2,22,月,いちご,46100,,,568471,1439,140.0,99.7
2021,2,22,月,メロン計,47000,,,36129,928,116.2,101.5
2021,2,22,月,すいか,48100,,,13515,387,215.7,99.2
2021,2,22,月,キウイフルツ,49300,,,102554,532,122.4,106.0
2021,2,22,月,バナナ,50100,,,687469,160,171.0,99.4
2021,2,22,月,パイナップル,50300,,,105626,157,181.9,101.9
2021,2,22,月,レモン,50400,,,29748,320,65.6,113.5
2021,2,22,月,オレンジ,50600,,,48870,250,83.2,95.8
2021,2,22,月,輸入キウイ,50800,,,4706,374,204.8,73.2
2021,2,22,月,輸入メロン,50850,,,7659,253,112.0,89.4
2021,2,23,火,みかん,40100,,,480,461,0.1,151.6
2021,2,23,火,りんご計,42000,,,3600,261,0.3,96.3
2021,2,23,火,びわ,43900,,,2,1210,0.7,27.2
2021,2,23,火,ぶどう計,45000,,,100,551,1.7,87.9
2021,2,23,火,いちご,46100,,,245,1575,0.0,109.5
2021,2,23,火,メロン計,47000,,,48,945,0.1,101.8
2021,2,23,火,すいか,48100,,,797,174,5.9,45.0
2021,2,23,火,キウイフルツ,49300,,,1211,575,1.2,108.1
2021,2,23,火,バナナ,50100,,,8095,220,1.2,137.5
2021,2,23,火,パイナップル,50300,,,280,236,0.3,150.3
2021,2,23,火,レモン,50400,,,543,427,1.8,133.4
2021,2,23,火,オレンジ,50600,,,1207,359,2.5,143.6
2021,2,23,火,輸入メロン,50850,,,40,473,0.5,187.0
2021,2,24,水,みかん,40100,,,393669,303,******,65.7
2021,2,24,水,はっさく,41321,,,95643,191,−,−
2021,2,24,水,りんご計,42000,,,792955,264,******,101.1
2021,2,24,水,かき計,43500,,,221,712,−,−
2021,2,24,水,びわ,43900,,,8,3240,400.0,267.8
2021,2,24,水,おうとう,44800,,,11,16288,−,−
2021,2,24,水,ぶどう計,45000,,,992,469,992.0,85.1
2021,2,24,水,いちご,46100,,,580432,1440,******,91.4
2021,2,24,水,メロン計,47000,,,21739,1166,******,123.4
2021,2,24,水,すいか,48100,,,21838,317,2740.0,182.2
2021,2,24,水,キウイフルツ,49300,,,67187,544,5548.1,94.6
2021,2,24,水,バナナ,50100,,,377762,172,4666.6,78.2
2021,2,24,水,パイナップル,50300,,,74113,172,******,72.9
2021,2,24,水,レモン,50400,,,34755,313,6400.6,73.3
2021,2,24,水,オレンジ,50600,,,41479,248,3436.5,69.1
2021,2,24,水,輸入キウイ,50800,,,15935,303,−,−
2021,2,24,水,輸入メロン,50850,,,1822,283,4555.0,59.8
2021,2,25,木,みかん,40100,,,507102,323,128.8,106.6
2021,2,25,木,はっさく,41321,,,100261,184,104.8,96.3
2021,2,25,木,りんご計,42000,,,853181,271,107.6,102.7
2021,2,25,木,日本なし計,43000,,,440,281,−,−
2021,2,25,木,かき計,43500,,,2912,705,1317.6,99.0
2021,2,25,木,びわ,43900,,,525,4390,6562.5,135.5
2021,2,25,木,おうとう,44800,,,6,20538,54.5,126.1
2021,2,25,木,ぶどう計,45000,,,640,435,64.5,92.8
2021,2,25,木,いちご,46100,,,405888,1470,69.9,102.1
2021,2,25,木,メロン計,47000,,,29959,959,137.8,82.2
2021,2,25,木,すいか,48100,,,6764,551,31.0,173.8
2021,2,25,木,キウイフルツ,49300,,,136299,497,202.9,91.4
2021,2,25,木,バナナ,50100,,,387075,169,102.5,98.3
2021,2,25,木,パイナップル,50300,,,76476,164,103.2,95.3
2021,2,25,木,レモン,50400,,,29729,316,85.5,101.0
2021,2,25,木,オレンジ,50600,,,49772,262,120.0,105.6
2021,2,25,木,輸入おうとう,50700,,,195,1604,−,−
2021,2,25,木,輸入キウイ,50800,,,3243,453,20.4,149.5
2021,2,25,木,輸入メロン,50850,,,13890,247,762.3,87.3
2021,2,26,金,みかん,40100,,,489150,326,96.5,100.9
2021,2,26,金,はっさく,41321,,,139050,183,138.7,99.5
2021,2,26,金,りんご計,42000,,,814739,261,95.5,96.3
2021,2,26,金,かき計,43500,,,11231,458,385.7,65.0
2021,2,26,金,びわ,43900,,,100,3733,19.0,85.0
2021,2,26,金,ぶどう計,45000,,,1785,476,278.9,109.4
2021,2,26,金,いちご,46100,,,378367,1457,93.2,99.1
2021,2,26,金,メロン計,47000,,,24270,1054,81.0,109.9
2021,2,26,金,すいか,48100,,,4368,503,64.6,91.3
2021,2,26,金,キウイフルツ,49300,,,150186,539,110.2,108.5
2021,2,26,金,バナナ,50100,,,602643,153,155.7,90.5
2021,2,26,金,パイナップル,50300,,,66950,153,87.5,93.3
2021,2,26,金,レモン,50400,,,25693,322,86.4,101.9
2021,2,26,金,オレンジ,50600,,,65887,252,132.4,96.2
2021,2,26,金,輸入おうとう,50700,,,160,1631,82.1,101.7
2021,2,26,金,輸入キウイ,50800,,,4863,270,150.0,59.6
2021,2,26,金,輸入メロン,50850,,,8270,222,59.5,89.9
2021,2,27,土,みかん,40100,,,409200,318,83.7,97.5
2021,2,27,土,はっさく,41321,,,80193,177,57.7,96.7
2021,2,27,土,りんご計,42000,,,832961,262,102.2,100.4
2021,2,27,土,かき計,43500,,,827,584,7.4,127.5
2021,2,27,土,びわ,43900,,,306,4517,306.0,121.0
2021,2,27,土,おうとう,44800,,,21,14413,−,−
2021,2,27,土,ぶどう計,45000,,,699,462,39.2,97.1
2021,2,27,土,いちご,46100,,,416958,1464,110.2,100.5
2021,2,27,土,メロン計,47000,,,23972,1037,98.8,98.4
2021,2,27,土,すいか,48100,,,26164,398,599.0,79.1
2021,2,27,土,キウイフルツ,49300,,,73130,525,48.7,97.4
2021,2,27,土,バナナ,50100,,,651143,154,108.0,100.7
2021,2,27,土,パイナップル,50300,,,98646,159,147.3,103.9
2021,2,27,土,レモン,50400,,,47826,302,186.1,93.8
2021,2,27,土,オレンジ,50600,,,118476,251,179.8,99.6
2021,2,27,土,輸入キウイ,50800,,,4725,505,97.2,187.0
2021,2,27,土,輸入メロン,50850,,,7854,241,95.0,108.6
2021,3,1,月,みかん,40100,,,430932,344,105.3,108.2
2021,3,1,月,はっさく,41321,,,130701,204,163.0,115.3
2021,3,1,月,りんご計,42000,,,927415,260,111.3,99.2
2021,3,1,月,かき計,43500,,,3673,701,444.1,120.0
2021,3,1,月,びわ,43900,,,735,3867,240.2,85.6
2021,3,1,月,おうとう,44800,,,41,14498,195.2,100.6
2021,3,1,月,ぶどう計,45000,,,912,591,130.5,127.9
2021,3,1,月,いちご,46100,,,553940,1460,132.9,99.7
2021,3,1,月,メロン計,47000,,,23996,1166,100.1,112.4
2021,3,1,月,すいか,48100,,,25997,436,99.4,109.5
2021,3,1,月,キウイフルツ,49300,,,98429,525,134.6,100.0
2021,3,1,月,バナナ,50100,,,442248,160,67.9,103.9
2021,3,1,月,パイナップル,50300,,,45557,180,46.2,113.2
2021,3,1,月,レモン,50400,,,21272,324,44.5,107.3
2021,3,1,月,オレンジ,50600,,,32614,269,27.5,107.2
2021,3,1,月,輸入キウイ,50800,,,2209,319,46.8,63.2
2021,3,1,月,輸入メロン,50850,,,2815,308,35.8,127.8
2021,3,2,火,みかん,40100,,,302086,320,70.1,93.0
2021,3,2,火,はっさく,41321,,,134665,196,103.0,96.1
2021,3,2,火,りんご計,42000,,,752390,267,81.1,102.7
2021,3,2,火,かき計,43500,,,972,430,26.5,61.3
2021,3,2,火,びわ,43900,,,309,4208,42.0,108.8
2021,3,2,火,おうとう,44800,,,26,15162,63.4,104.6
2021,3,2,火,ぶどう計,45000,,,1135,478,124.5,80.9
2021,3,2,火,いちご,46100,,,318745,1507,57.5,103.2
2021,3,2,火,メロン計,47000,,,17810,1234,74.2,105.8
2021,3,2,火,すいか,48100,,,24258,367,93.3,84.2
2021,3,2,火,キウイフルツ,49300,,,84294,532,85.6,101.3
2021,3,2,火,バナナ,50100,,,337373,171,76.3,106.9
2021,3,2,火,パイナップル,50300,,,63790,167,140.0,92.8
2021,3,2,火,レモン,50400,,,22762,333,107.0,102.8
2021,3,2,火,オレンジ,50600,,,42191,272,129.4,101.1
2021,3,2,火,輸入キウイ,50800,,,2118,480,95.9,150.5
2021,3,2,火,輸入メロン,50850,,,8471,235,300.9,76.3
2021,3,4,木,みかん,40100,,,493649,343,163.4,107.2
2021,3,4,木,はっさく,41321,,,159023,195,118.1,99.5
2021,3,4,木,りんご計,42000,,,985909,261,131.0,97.8
2021,3,4,木,日本なし計,43000,,,570,324,−,−
2021,3,4,木,かき計,43500,,,4693,673,482.8,156.5
2021,3,4,木,びわ,43900,,,776,3783,251.1,89.9
2021,3,4,木,おうとう,44800,,,57,15327,219.2,101.1
2021,3,4,木,ぶどう計,45000,,,970,456,85.5,95.4
2021,3,4,木,いちご,46100,,,608507,1461,190.9,96.9
2021,3,4,木,メロン計,47000,,,27659,1175,155.3,95.2
2021,3,4,木,すいか,48100,,,34425,386,141.9,105.2
2021,3,4,木,キウイフルツ,49300,,,121750,531,144.4,99.8
2021,3,4,木,バナナ,50100,,,443892,176,131.6,102.9
2021,3,4,木,パイナップル,50300,,,54180,187,84.9,112.0
2021,3,4,木,レモン,50400,,,22037,345,96.8,103.6
2021,3,4,木,オレンジ,50600,,,28973,295,68.7,108.5
2021,3,4,木,輸入キウイ,50800,,,302,547,14.3,114.0
2021,3,4,木,輸入メロン,50850,,,9100,253,107.4,107.7
2021,3,5,金,みかん,40100,,,254176,357,51.5,104.1
2021,3,5,金,はっさく,41321,,,108055,196,67.9,100.5
2021,3,5,金,りんご計,42000,,,836183,250,84.8,95.8
2021,3,5,金,日本なし計,43000,,,603,253,105.8,78.1
2021,3,5,金,かき計,43500,,,300,340,6.4,50.5
2021,3,5,金,びわ,43900,,,294,4425,37.9,117.0
2021,3,5,金,おうとう,44800,,,22,13691,38.6,89.3
2021,3,5,金,ぶどう計,45000,,,1665,463,171.6,101.5
2021,3,5,金,いちご,46100,,,360208,1480,59.2,101.3
2021,3,5,金,メロン計,47000,,,20487,1211,74.1,103.1
2021,3,5,金,すいか,48100,,,5771,482,16.8,124.9
2021,3,5,金,キウイフルツ,49300,,,78889,549,64.8,103.4
2021,3,5,金,バナナ,50100,,,567549,155,127.9,88.1
2021,3,5,金,パイナップル,50300,,,88018,154,162.5,82.4
2021,3,5,金,レモン,50400,,,37095,307,168.3,89.0
2021,3,5,金,オレンジ,50600,,,61668,279,212.8,94.6
2021,3,5,金,輸入キウイ,50800,,,1772,344,586.8,62.9
2021,3,5,金,輸入メロン,50850,,,8762,217,96.3,85.8
2021,3,6,土,みかん,40100,,,278763,329,109.7,92.2
2021,3,6,土,はっさく,41321,,,78972,193,73.1,98.5
2021,3,6,土,りんご計,42000,,,877536,266,104.9,106.4
2021,3,6,土,かき計,43500,,,300,518,100.0,152.4
2021,3,6,土,びわ,43900,,,412,3888,140.1,87.9
2021,3,6,土,おうとう,44800,,,41,13528,186.4,98.8
2021,3,6,土,ぶどう計,45000,,,1095,434,65.8,93.7
2021,3,6,土,いちご,46100,,,422137,1466,117.2,99.1
2021,3,6,土,メロン計,47000,,,21150,1240,103.2,102.4
2021,3,6,土,すいか,48100,,,28138,362,487.6,75.1
2021,3,6,土,キウイフルツ,49300,,,80564,492,102.1,89.6
2021,3,6,土,バナナ,50100,,,497116,165,87.6,106.5
2021,3,6,土,パイナップル,50300,,,89341,158,101.5,102.6
2021,3,6,土,レモン,50400,,,28130,305,75.8,99.3
2021,3,6,土,オレンジ,50600,,,41322,261,67.0,93.5
