年,月,日,曜日,品目名,品目コード,数量,価格
2022,12,22,木,キウイフルツ,49300,57970,481
2022,12,22,木,バナナ,50100,383270,209
2022,12,22,木,パイナップル,50300,141656,184
2022,12,22,木,レモン,50400,35172,429
2022,12,22,木,オレンジ,50600,29599,300
2022,12,22,木,輸入おうとう,50700,20,2592
2022,12,22,木,輸入キウイ,50800,39218,561
2022,12,22,木,輸入メロン,50850,2829,401
2022,12,23,金,みかん,40100,2653640,297
2022,12,23,金,はっさく,41321,24945,227
2022,12,23,金,りんご計,42000,822265,362
2022,12,23,金,日本なし計,43000,13927,367
2022,12,23,金,かき計,43500,158988,345
2022,12,23,金,ぶどう計,45000,33466,2278
2022,12,23,金,くり,45700,36,2160
2022,12,23,金,いちご,46100,192445,2767
2022,12,23,金,メロン計,47000,56325,1190
2022,12,23,金,すいか,48100,13912,239
2022,12,23,金,キウイフルツ,49300,24350,530
2022,12,23,金,バナナ,50100,441665,186
2022,12,23,金,パイナップル,50300,108486,177
2022,12,23,金,レモン,50400,52454,383
2022,12,23,金,オレンジ,50600,41243,294
2022,12,23,金,輸入おうとう,50700,284,2876
2022,12,23,金,輸入キウイ,50800,65280,526
2022,12,23,金,輸入メロン,50850,4185,367
2022,12,24,土,みかん,40100,3073679,302
2022,12,24,土,はっさく,41321,22647,223
2022,12,24,土,りんご計,42000,755452,336
2022,12,24,土,日本なし計,43000,3085,422
2022,12,24,土,かき計,43500,193618,363
2022,12,24,土,ぶどう計,45000,31728,2428
2022,12,24,土,くり,45700,241,955
2022,12,24,土,いちご,46100,186348,2724
2022,12,24,土,メロン計,47000,55916,1173
2022,12,24,土,すいか,48100,5807,299
2022,12,24,土,キウイフルツ,49300,37774,578
2022,12,24,土,バナナ,50100,473944,175
2022,12,24,土,パイナップル,50300,103330,176
2022,12,24,土,レモン,50400,45030,423
2022,12,24,土,オレンジ,50600,23501,305
2022,12,24,土,輸入おうとう,50700,100,2938
2022,12,24,土,輸入キウイ,50800,65973,582
2022,12,24,土,輸入メロン,50850,3709,374
2022,12,26,月,みかん,40100,3690496,313
2022,12,26,月,はっさく,41321,20470,213
2022,12,26,月,りんご計,42000,911513,373
2022,12,26,月,日本なし計,43000,9835,495
2022,12,26,月,かき計,43500,157067,334
2022,12,26,月,もも,44100,16,4622
2022,12,26,月,ぶどう計,45000,29313,2473
2022,12,26,月,くり,45700,59,756
2022,12,26,月,いちご,46100,290985,2536
2022,12,26,月,メロン計,47000,97659,1184
2022,12,26,月,すいか,48100,21144,268
2022,12,26,月,キウイフルツ,49300,56870,529
2022,12,26,月,バナナ,50100,503975,168
2022,12,26,月,パイナップル,50300,87145,172
2022,12,26,月,レモン,50400,32973,431
2022,12,26,月,オレンジ,50600,33501,307
2022,12,26,月,輸入おうとう,50700,5,2484
2022,12,26,月,輸入キウイ,50800,49156,525
2022,12,26,月,輸入メロン,50850,2705,439
2022,12,27,火,みかん,40100,2301205,290
2022,12,27,火,はっさく,41321,9795,237
2022,12,27,火,りんご計,42000,712414,405
2022,12,27,火,日本なし計,43000,18778,516
2022,12,27,火,かき計,43500,155479,364
2022,12,27,火,ぶどう計,45000,24274,2422
2022,12,27,火,くり,45700,80,1293
2022,12,27,火,いちご,46100,180929,2582
2022,12,27,火,メロン計,47000,70982,1349
2022,12,27,火,すいか,48100,3490,378
2022,12,27,火,キウイフルツ,49300,17297,613
2022,12,27,火,バナナ,50100,276605,192
2022,12,27,火,パイナップル,50300,88347,188
2022,12,27,火,レモン,50400,38113,469
2022,12,27,火,オレンジ,50600,44905,283
2022,12,27,火,輸入おうとう,50700,25,3024
2022,12,27,火,輸入キウイ,50800,37277,567
2022,12,27,火,輸入メロン,50850,2575,382
2022,12,28,水,みかん,40100,2242839,293
2022,12,28,水,はっさく,41321,10295,209
2022,12,28,水,りんご計,42000,657284,446
2022,12,28,水,日本なし計,43000,17845,492
2022,12,28,水,かき計,43500,102747,328
2022,12,28,水,ぶどう計,45000,19129,2458
2022,12,28,水,いちご,46100,194878,2655
2022,12,28,水,メロン計,47000,57202,1293
2022,12,28,水,すいか,48100,5110,312
2022,12,28,水,キウイフルツ,49300,13864,716
2022,12,28,水,バナナ,50100,281285,201
2022,12,28,水,パイナップル,50300,82011,190
2022,12,28,水,レモン,50400,52797,460
2022,12,28,水,オレンジ,50600,28207,310
2022,12,28,水,輸入おうとう,50700,5,2916
2022,12,28,水,輸入キウイ,50800,42746,534
2022,12,28,水,輸入メロン,50850,2037,368
2022,12,29,木,みかん,40100,1396140,292
2022,12,29,木,はっさく,41321,19280,223
2022,12,29,木,りんご計,42000,552182,404
2022,12,29,木,日本なし計,43000,990,345
2022,12,29,木,かき計,43500,111518,356
2022,12,29,木,ぶどう計,45000,14250,2589
2022,12,29,木,くり,45700,1200,1674
2022,12,29,木,いちご,46100,247025,2665
2022,12,29,木,メロン計,47000,29340,1245
2022,12,29,木,すいか,48100,21591,251
2022,12,29,木,キウイフルツ,49300,22484,664
2022,12,29,木,バナナ,50100,449919,189
2022,12,29,木,パイナップル,50300,101587,187
2022,12,29,木,レモン,50400,72644,368
2022,12,29,木,オレンジ,50600,72194,292
2022,12,29,木,輸入キウイ,50800,41089,584
2022,12,29,木,輸入メロン,50850,3830,380
2022,12,30,金,みかん,40100,30659,292
2022,12,30,金,りんご計,42000,4870,397
2022,12,30,金,日本なし計,43000,125,498
2022,12,30,金,かき計,43500,1303,368
2022,12,30,金,いちご,46100,67224,2803
2022,12,30,金,メロン計,47000,1928,771
2022,12,30,金,すいか,48100,440,237
2022,12,30,金,キウイフルツ,49300,5763,677
2022,12,30,金,バナナ,50100,205482,208
2022,12,30,金,パイナップル,50300,41156,210
2022,12,30,金,レモン,50400,22757,458
2022,12,30,金,オレンジ,50600,12788,304
2022,12,30,金,輸入キウイ,50800,20251,519
2022,12,30,金,輸入メロン,50850,1380,444
2023,1,5,木,みかん,40100,1214642,281
2023,1,5,木,はっさく,41321,38485,227
2023,1,5,木,りんご計,42000,763093,341
2023,1,5,木,日本なし計,43000,1874,394
2023,1,5,木,かき計,43500,43483,352
2023,1,5,木,おうとう,44800,49,38862
2023,1,5,木,ぶどう計,45000,5329,1123
2023,1,5,木,いちご,46100,1240961,2101
2023,1,5,木,メロン計,47000,24125,1431
2023,1,5,木,すいか,48100,1080,346
2023,1,5,木,キウイフルツ,49300,32464,695
2023,1,5,木,バナナ,50100,724664,207
2023,1,5,木,パイナップル,50300,161874,177
2023,1,5,木,レモン,50400,82095,188
2023,1,5,木,オレンジ,50600,41821,240
2023,1,5,木,輸入キウイ,50800,37922,587
2023,1,5,木,輸入メロン,50850,970,238
2023,1,6,金,みかん,40100,839101,290
2023,1,6,金,はっさく,41321,32585,201
2023,1,6,金,りんご計,42000,528556,345
2023,1,6,金,日本なし計,43000,425,281
2023,1,6,金,かき計,43500,71473,327
2023,1,6,金,ぶどう計,45000,7399,2575
2023,1,6,金,いちご,46100,313158,1839
2023,1,6,金,メロン計,47000,26472,1290
2023,1,6,金,すいか,48100,8837,243
2023,1,6,金,キウイフルツ,49300,14435,587
2023,1,6,金,バナナ,50100,443103,180
2023,1,6,金,パイナップル,50300,80251,203
2023,1,6,金,レモン,50400,27022,455
2023,1,6,金,オレンジ,50600,27404,301
2023,1,6,金,輸入キウイ,50800,35314,600
2023,1,6,金,輸入メロン,50850,620,173
2023,1,7,土,みかん,40100,1201689,305
2023,1,7,土,はっさく,41321,40413,227
2023,1,7,土,りんご計,42000,705287,336
2023,1,7,土,日本なし計,43000,430,335
2023,1,7,土,かき計,43500,108910,356
2023,1,7,土,おうとう,44800,9,164400
2023,1,7,土,ぶどう計,45000,9910,2250
2023,1,7,土,いちご,46100,333583,1818
2023,1,7,土,メロン計,47000,27014,1238
2023,1,7,土,すいか,48100,1982,295
2023,1,7,土,キウイフルツ,49300,20665,665
2023,1,7,土,バナナ,50100,353881,197
2023,1,7,土,パイナップル,50300,105965,190
2023,1,7,土,レモン,50400,50742,409
2023,1,7,土,オレンジ,50600,37007,309
2023,1,7,土,輸入おうとう,50700,15,2808
2023,1,7,土,輸入キウイ,50800,59640,581
2023,1,7,土,輸入メロン,50850,1026,435
2023,1,9,月,みかん,40100,3180,479
2023,1,9,月,りんご計,42000,2390,392
2023,1,9,月,日本なし計,43000,400,259
2023,1,9,月,かき計,43500,520,259
2023,1,9,月,いちご,46100,716,1882
2023,1,9,月,メロン計,47000,174,1022
2023,1,9,月,すいか,48100,399,67
2023,1,9,月,キウイフルツ,49300,200,691
2023,1,9,月,バナナ,50100,5732,237
2023,1,9,月,パイナップル,50300,2130,239
2023,1,9,月,レモン,50400,959,523
2023,1,9,月,オレンジ,50600,540,364
2023,1,9,月,輸入キウイ,50800,243,775
2023,1,10,火,みかん,40100,1604376,310
2023,1,10,火,はっさく,41321,103488,225
2023,1,10,火,りんご計,42000,837215,342
2023,1,10,火,日本なし計,43000,5800,399
2023,1,10,火,かき計,43500,115585,375
2023,1,10,火,ぶどう計,45000,13491,2115
2023,1,10,火,いちご,46100,664425,1711
2023,1,10,火,メロン計,47000,47178,1128
2023,1,10,火,すいか,48100,5189,237
2023,1,10,火,キウイフルツ,49300,59284,588
2023,1,10,火,バナナ,50100,548461,207
2023,1,10,火,パイナップル,50300,96320,189
2023,1,10,火,レモン,50400,38299,424
2023,1,10,火,オレンジ,50600,37651,298
2023,1,10,火,輸入おうとう,50700,5,2808
2023,1,10,火,輸入キウイ,50800,27561,568
2023,1,10,火,輸入メロン,50850,852,235
2023,1,11,水,みかん,40100,678632,325
2023,1,11,水,はっさく,41321,6434,237
2023,1,11,水,りんご計,42000,418139,361
2023,1,11,水,日本なし計,43000,335,279
2023,1,11,水,かき計,43500,49449,341
2023,1,11,水,ぶどう計,45000,9986,2749
2023,1,11,水,いちご,46100,231622,1690
2023,1,11,水,メロン計,47000,25144,1385
2023,1,11,水,すいか,48100,6572,228
2023,1,11,水,キウイフルツ,49300,49513,618
2023,1,11,水,バナナ,50100,167474,208
2023,1,11,水,パイナップル,50300,30427,167
2023,1,11,水,レモン,50400,31999,390
2023,1,11,水,オレンジ,50600,31720,278
2023,1,11,水,輸入キウイ,50800,26539,526
2023,1,11,水,輸入メロン,50850,304,542
2023,1,12,木,みかん,40100,1281559,310
2023,1,12,木,はっさく,41321,83000,219
2023,1,12,木,りんご計,42000,655878,342
2023,1,12,木,日本なし計,43000,305,545
2023,1,12,木,かき計,43500,93434,389
2023,1,12,木,ぶどう計,45000,13822,2521
2023,1,12,木,いちご,46100,347068,1693
2023,1,12,木,メロン計,47000,43449,1062
2023,1,12,木,すいか,48100,3409,334
2023,1,12,木,キウイフルツ,49300,80752,570
2023,1,12,木,バナナ,50100,405534,201
2023,1,12,木,パイナップル,50300,75033,208
2023,1,12,木,レモン,50400,40793,408
2023,1,12,木,オレンジ,50600,30756,273
2023,1,12,木,輸入おうとう,50700,5,2808
2023,1,12,木,輸入キウイ,50800,32322,533
2023,1,12,木,輸入メロン,50850,1010,382
2023,1,13,金,みかん,40100,1392254,304
2023,1,13,金,はっさく,41321,87687,222
2023,1,13,金,りんご計,42000,648982,323
2023,1,13,金,日本なし計,43000,5885,409
2023,1,13,金,かき計,43500,62651,349
2023,1,13,金,ぶどう計,45000,11000,2726
2023,1,13,金,いちご,46100,296650,1677
2023,1,13,金,メロン計,47000,30688,1144
2023,1,13,金,すいか,48100,4746,326
2023,1,13,金,キウイフルツ,49300,79265,568
2023,1,13,金,バナナ,50100,433263,194
2023,1,13,金,パイナップル,50300,57275,198
2023,1,13,金,レモン,50400,31602,432
2023,1,13,金,オレンジ,50600,47568,229
2023,1,13,金,輸入キウイ,50800,20488,608
2023,1,13,金,輸入メロン,50850,2497,262
2023,1,14,土,みかん,40100,1231165,314
2023,1,14,土,はっさく,41321,66366,234
2023,1,14,土,りんご計,42000,794280,324
2023,1,14,土,日本なし計,43000,5245,498
2023,1,14,土,かき計,43500,80961,388
2023,1,14,土,ぶどう計,45000,15642,2236
2023,1,14,土,いちご,46100,360406,1655
2023,1,14,土,メロン計,47000,28472,1159
2023,1,14,土,すいか,48100,3676,332
2023,1,14,土,キウイフルツ,49300,58108,591
2023,1,14,土,バナナ,50100,292974,201
2023,1,14,土,パイナップル,50300,86459,189
2023,1,14,土,レモン,50400,28676,439
2023,1,14,土,オレンジ,50600,34623,276
2023,1,14,土,輸入おうとう,50700,5,2808
2023,1,14,土,輸入キウイ,50800,18691,616
2023,1,14,土,輸入メロン,50850,510,633
2023,1,16,月,みかん,40100,1130332,327
2023,1,16,月,はっさく,41321,80008,230
2023,1,16,月,りんご計,42000,803971,325
2023,1,16,月,日本なし計,43000,620,323
2023,1,16,月,かき計,43500,64987,367
2023,1,16,月,おうとう,44800,11,8434
2023,1,16,月,ぶどう計,45000,12151,2141
2023,1,16,月,いちご,46100,522582,1579
2023,1,16,月,メロン計,47000,35712,1189
2023,1,16,月,すいか,48100,1650,336
2023,1,16,月,キウイフルツ,49300,88775,576
2023,1,16,月,バナナ,50100,433917,211
2023,1,16,月,パイナップル,50300,52374,194
2023,1,16,月,レモン,50400,34306,412
2023,1,16,月,オレンジ,50600,24979,276
2023,1,16,月,輸入おうとう,50700,10,2808
2023,1,16,月,輸入キウイ,50800,8446,591
2023,1,16,月,輸入メロン,50850,314,580
2023,1,17,火,みかん,40100,1241375,290
2023,1,17,火,はっさく,41321,59059,230
2023,1,17,火,りんご計,42000,713950,316
2023,1,17,火,日本なし計,43000,5520,381
2023,1,17,火,かき計,43500,96662,383
2023,1,17,火,ぶどう計,45000,11219,2338
2023,1,17,火,いちご,46100,335411,1594
2023,1,17,火,メロン計,47000,17883,1544
2023,1,17,火,すいか,48100,6089,255
2023,1,17,火,キウイフルツ,49300,76753,588
2023,1,17,火,バナナ,50100,365437,186
2023,1,17,火,パイナップル,50300,47749,202
2023,1,17,火,レモン,50400,19610,454
2023,1,17,火,オレンジ,50600,65041,240
2023,1,17,火,輸入おうとう,50700,15,2808
2023,1,17,火,輸入キウイ,50800,24175,525
2023,1,17,火,輸入メロン,50850,189,677
2023,1,19,木,みかん,40100,1396629,323
2023,1,19,木,はっさく,41321,124542,221
2023,1,19,木,りんご計,42000,995067,311
2023,1,19,木,日本なし計,43000,9470,344
2023,1,19,木,かき計,43500,82494,371
2023,1,19,木,ぶどう計,45000,13654,2255
2023,1,19,木,いちご,46100,482592,1565
2023,1,19,木,メロン計,47000,35479,1219
2023,1,19,木,すいか,48100,1140,165
2023,1,19,木,キウイフルツ,49300,147758,576
2023,1,19,木,バナナ,50100,445979,213
2023,1,19,木,パイナップル,50300,97389,182
2023,1,19,木,レモン,50400,26820,387
2023,1,19,木,オレンジ,50600,24890,314
2023,1,19,木,輸入おうとう,50700,10,2808
2023,1,19,木,輸入キウイ,50800,15532,528
2023,1,19,木,輸入メロン,50850,915,504
2023,1,20,金,みかん,40100,1182052,317
2023,1,20,金,はっさく,41321,94364,218
2023,1,20,金,りんご計,42000,782924,303
2023,1,20,金,日本なし計,43000,8820,337
2023,1,20,金,かき計,43500,65456,376
2023,1,20,金,ぶどう計,45000,8517,2445
2023,1,20,金,いちご,46100,298325,1570
2023,1,20,金,メロン計,47000,21676,1178
2023,1,20,金,すいか,48100,4748,276
2023,1,20,金,キウイフルツ,49300,106312,548
2023,1,20,金,バナナ,50100,380495,195
2023,1,20,金,パイナップル,50300,65970,201
2023,1,20,金,レモン,50400,25828,426
2023,1,20,金,オレンジ,50600,25751,326
2023,1,20,金,輸入おうとう,50700,68,3395
2023,1,20,金,輸入キウイ,50800,6759,635
2023,1,20,金,輸入メロン,50850,127,511
2023,1,21,土,みかん,40100,1132800,325
2023,1,21,土,はっさく,41321,68552,229
2023,1,21,土,りんご計,42000,802518,314
2023,1,21,土,日本なし計,43000,10298,284
2023,1,21,土,かき計,43500,83778,369
2023,1,21,土,ぶどう計,45000,10251,2524
2023,1,21,土,いちご,46100,354081,1568
2023,1,21,土,メロン計,47000,27210,1072
2023,1,21,土,すいか,48100,867,538
2023,1,21,土,キウイフルツ,49300,64282,593
2023,1,21,土,バナナ,50100,366169,202
2023,1,21,土,パイナップル,50300,72449,201
2023,1,21,土,レモン,50400,30083,436
2023,1,21,土,オレンジ,50600,33154,313
2023,1,21,土,輸入キウイ,50800,33364,441
2023,1,21,土,輸入メロン,50850,50,708
2023,1,23,月,みかん,40100,1184285,328
2023,1,23,月,はっさく,41321,96405,227
2023,1,23,月,りんご計,42000,886408,309
2023,1,23,月,日本なし計,43000,560,304
2023,1,23,月,かき計,43500,43887,374
2023,1,23,月,ぶどう計,45000,7270,1257
2023,1,23,月,いちご,46100,461078,1564
2023,1,23,月,メロン計,47000,32801,1062
2023,1,23,月,すいか,48100,934,610
2023,1,23,月,キウイフルツ,49300,135474,556
2023,1,23,月,バナナ,50100,366342,215
2023,1,23,月,パイナップル,50300,54745,190
2023,1,23,月,レモン,50400,19119,475
2023,1,23,月,オレンジ,50600,22776,359
2023,1,23,月,輸入おうとう,50700,25,2808
2023,1,23,月,輸入キウイ,50800,13203,522
2023,1,23,月,輸入メロン,50850,406,347
2023,1,24,火,みかん,40100,993149,339
2023,1,24,火,はっさく,41321,87084,215
2023,1,24,火,りんご計,42000,823212,296
2023,1,24,火,日本なし計,43000,4820,349
2023,1,24,火,かき計,43500,91543,386
2023,1,24,火,ぶどう計,45000,8853,2279
2023,1,24,火,いちご,46100,280494,1613
2023,1,24,火,メロン計,47000,14060,1521
2023,1,24,火,すいか,48100,1237,648
2023,1,24,火,キウイフルツ,49300,83126,581
2023,1,24,火,バナナ,50100,327055,202
2023,1,24,火,パイナップル,50300,64025,184
2023,1,24,火,レモン,50400,19779,459
2023,1,24,火,オレンジ,50600,20129,338
2023,1,24,火,輸入おうとう,50700,15,2808
2023,1,24,火,輸入キウイ,50800,12829,535
2023,1,24,火,輸入メロン,50850,88,215
2023,1,26,木,みかん,40100,1140305,324
2023,1,26,木,はっさく,41321,119752,221
2023,1,26,木,りんご計,42000,787822,302
2023,1,26,木,かき計,43500,50081,372
2023,1,26,木,ぶどう計,45000,9159,2299
2023,1,26,木,いちご,46100,377356,1602
2023,1,26,木,メロン計,47000,21367,1372
2023,1,26,木,すいか,48100,4666,364
2023,1,26,木,キウイフルツ,49300,105654,561
2023,1,26,木,バナナ,50100,353497,219
2023,1,26,木,パイナップル,50300,93249,195
2023,1,26,木,レモン,50400,23879,428
2023,1,26,木,オレンジ,50600,42989,310
2023,1,26,木,輸入おうとう,50700,63,3442
2023,1,26,木,輸入キウイ,50800,5616,531
2023,1,26,木,輸入メロン,50850,20,497
2023,1,27,金,みかん,40100,913571,332
2023,1,27,金,はっさく,41321,105532,217
2023,1,27,金,りんご計,42000,770924,298
2023,1,27,金,日本なし計,43000,425,235
2023,1,27,金,かき計,43500,49682,370
2023,1,27,金,おうとう,44800,5,31536
2023,1,27,金,ぶどう計,45000,7460,2199
2023,1,27,金,いちご,46100,249087,1670
2023,1,27,金,メロン計,47000,34658,1114
2023,1,27,金,すいか,48100,1344,765
2023,1,27,金,キウイフルツ,49300,111446,554
2023,1,27,金,バナナ,50100,393461,196
2023,1,27,金,パイナップル,50300,73348,199
2023,1,27,金,レモン,50400,27809,423
2023,1,27,金,オレンジ,50600,50134,275
2023,1,27,金,輸入おうとう,50700,26,1973
2023,1,27,金,輸入キウイ,50800,13414,492
2023,1,27,金,輸入メロン,50850,68,24
2023,1,28,土,みかん,40100,947511,332
2023,1,28,土,はっさく,41321,84437,226
2023,1,28,土,りんご計,42000,722608,300
2023,1,28,土,日本なし計,43000,490,462
2023,1,28,土,かき計,43500,76876,372
2023,1,28,土,ぶどう計,45000,6519,2472
2023,1,28,土,いちご,46100,255440,1674
2023,1,28,土,メロン計,47000,20169,1369
2023,1,28,土,すいか,48100,6297,341
2023,1,28,土,キウイフルツ,49300,84677,582
2023,1,28,土,バナナ,50100,390977,210
2023,1,28,土,パイナップル,50300,81734,190
2023,1,28,土,レモン,50400,23690,419
2023,1,28,土,オレンジ,50600,56342,191
2023,1,28,土,輸入おうとう,50700,91,2530
2023,1,28,土,輸入キウイ,50800,12341,491
2023,1,28,土,輸入メロン,50850,68,24
2023,1,30,月,みかん,40100,1053739,336
2023,1,30,月,はっさく,41321,96408,217
2023,1,30,月,りんご計,42000,851251,288
2023,1,30,月,かき計,43500,47971,374
2023,1,30,月,おうとう,44800,3,39600
2023,1,30,月,ぶどう計,45000,8332,1402
2023,1,30,月,いちご,46100,378100,1644
2023,1,30,月,メロン計,47000,32595,1175
2023,1,30,月,すいか,48100,6934,355
2023,1,30,月,キウイフルツ,49300,122939,561
2023,1,30,月,バナナ,50100,351398,215
2023,1,30,月,パイナップル,50300,61158,198
2023,1,30,月,レモン,50400,36923,419
2023,1,30,月,オレンジ,50600,23411,321
2023,1,30,月,輸入おうとう,50700,85,2654
2023,1,30,月,輸入キウイ,50800,3725,536
2023,1,30,月,輸入メロン,50850,535,433
2023,1,31,火,みかん,40100,856751,333
2023,1,31,火,はっさく,41321,93522,215
2023,1,31,火,りんご計,42000,642060,297
2023,1,31,火,かき計,43500,67171,374
2023,1,31,火,おうとう,44800,2,39420
2023,1,31,火,ぶどう計,45000,4048,2118
2023,1,31,火,いちご,46100,236351,1679
2023,1,31,火,メロン計,47000,17746,1331
2023,1,31,火,すいか,48100,5315,363
2023,1,31,火,キウイフルツ,49300,64564,591
2023,1,31,火,バナナ,50100,430454,203
2023,1,31,火,パイナップル,50300,73552,193
2023,1,31,火,レモン,50400,22439,440
2023,1,31,火,オレンジ,50600,48406,275
2023,1,31,火,輸入おうとう,50700,15,2808
2023,1,31,火,輸入キウイ,50800,21662,484
2023,1,31,火,輸入メロン,50850,982,436
2023,2,2,木,みかん,40100,1172580,345
2023,2,2,木,はっさく,41321,133601,224
2023,2,2,木,りんご計,42000,961557,298
2023,2,2,木,日本なし計,43000,85,310
2023,2,2,木,かき計,43500,83585,370
2023,2,2,木,びわ,43900,3,7560
2023,2,2,木,おうとう,44800,7,25365
2023,2,2,木,ぶどう計,45000,5260,1352
2023,2,2,木,いちご,46100,459781,1671
2023,2,2,木,メロン計,47000,27387,1130
2023,2,2,木,すいか,48100,7443,492
2023,2,2,木,キウイフルツ,49300,168055,540
2023,2,2,木,バナナ,50100,385292,214
2023,2,2,木,パイナップル,50300,72900,191
2023,2,2,木,レモン,50400,19776,425
2023,2,2,木,オレンジ,50600,23907,322
2023,2,2,木,輸入おうとう,50700,65,2692
2023,2,2,木,輸入キウイ,50800,3377,587
2023,2,2,木,輸入メロン,50850,2734,422
2023,2,3,金,みかん,40100,759672,337
2023,2,3,金,はっさく,41321,67032,204
2023,2,3,金,りんご計,42000,800069,297
2023,2,3,金,日本なし計,43000,5930,377
2023,2,3,金,かき計,43500,26083,361
2023,2,3,金,おうとう,44800,4,26730
2023,2,3,金,ぶどう計,45000,3895,2041
2023,2,3,金,いちご,46100,298718,1687
2023,2,3,金,メロン計,47000,19694,1284
2023,2,3,金,すいか,48100,5413,670
2023,2,3,金,キウイフルツ,49300,103849,560
2023,2,3,金,バナナ,50100,424556,187
2023,2,3,金,パイナップル,50300,66296,202
2023,2,3,金,レモン,50400,43992,422
2023,2,3,金,オレンジ,50600,27409,362
2023,2,3,金,輸入おうとう,50700,98,3180
2023,2,3,金,輸入キウイ,50800,16990,480
2023,2,3,金,輸入メロン,50850,2321,439
2023,2,4,土,みかん,40100,872577,353
2023,2,4,土,はっさく,41321,83419,223
2023,2,4,土,りんご計,42000,728711,301
2023,2,4,土,かき計,43500,50509,375
2023,2,4,土,おうとう,44800,3,32184
2023,2,4,土,ぶどう計,45000,3047,1805
2023,2,4,土,いちご,46100,360020,1692
2023,2,4,土,メロン計,47000,21853,1245
2023,2,4,土,すいか,48100,7533,340
2023,2,4,土,キウイフルツ,49300,82688,567
2023,2,4,土,バナナ,50100,471051,194
2023,2,4,土,パイナップル,50300,76497,200
2023,2,4,土,レモン,50400,29900,415
2023,2,4,土,オレンジ,50600,38681,366
2023,2,4,土,輸入おうとう,50700,56,2376
2023,2,4,土,輸入キウイ,50800,2401,580
2023,2,4,土,輸入メロン,50850,2156,433
2023,2,6,月,みかん,40100,908754,347
2023,2,6,月,はっさく,41321,118619,223
2023,2,6,月,りんご計,42000,905694,319
2023,2,6,月,日本なし計,43000,390,356
2023,2,6,月,かき計,43500,24715,356
2023,2,6,月,おうとう,44800,4,27702
2023,2,6,月,ぶどう計,45000,3505,1115
2023,2,6,月,いちご,46100,528893,1653
2023,2,6,月,メロン計,47000,28202,1267
2023,2,6,月,すいか,48100,2160,645
2023,2,6,月,キウイフルツ,49300,123556,561
2023,2,6,月,バナナ,50100,455603,213
2023,2,6,月,パイナップル,50300,54240,199
2023,2,6,月,レモン,50400,24565,399
2023,2,6,月,オレンジ,50600,22560,349
2023,2,6,月,輸入おうとう,50700,70,2685
2023,2,6,月,輸入キウイ,50800,1581,525
2023,2,6,月,輸入メロン,50850,611,409
2023,2,7,火,みかん,40100,785823,340
2023,2,7,火,はっさく,41321,130583,215
2023,2,7,火,りんご計,42000,725270,291
2023,2,7,火,かき計,43500,59522,377
2023,2,7,火,おうとう,44800,6,25938
2023,2,7,火,ぶどう計,45000,2748,2281
2023,2,7,火,いちご,46100,337034,1654
2023,2,7,火,メロン計,47000,20460,1375
2023,2,7,火,すいか,48100,1501,525
2023,2,7,火,キウイフルツ,49300,66831,560
2023,2,7,火,バナナ,50100,303313,211
2023,2,7,火,パイナップル,50300,66527,201
2023,2,7,火,レモン,50400,24626,425
2023,2,7,火,オレンジ,50600,26842,342
2023,2,7,火,輸入おうとう,50700,65,2710
2023,2,7,火,輸入キウイ,50800,7341,247
2023,2,7,火,輸入メロン,50850,1917,437
2023,2,8,水,みかん,40100,2919,411
2023,2,8,水,はっさく,41321,5630,208
2023,2,8,水,りんご計,42000,13246,270
2023,2,8,水,ぶどう計,45000,50,3456
2023,2,8,水,いちご,46100,8680,1700
2023,2,8,水,メロン計,47000,100,1792
2023,2,8,水,キウイフルツ,49300,423,703
2023,2,8,水,バナナ,50100,16046,244
2023,2,8,水,パイナップル,50300,7880,208
2023,2,8,水,レモン,50400,1238,457
2023,2,8,水,オレンジ,50600,734,121
2023,2,8,水,輸入キウイ,50800,180,150
2023,2,9,木,みかん,40100,959946,349
2023,2,9,木,はっさく,41321,158553,222
2023,2,9,木,りんご計,42000,966592,300
2023,2,9,木,日本なし計,43000,180,324
2023,2,9,木,かき計,43500,46275,331
2023,2,9,木,びわ,43900,4,6750
2023,2,9,木,おうとう,44800,5,23868
2023,2,9,木,ぶどう計,45000,5491,1339
2023,2,9,木,いちご,46100,578393,1627
2023,2,9,木,メロン計,47000,30354,1310
2023,2,9,木,すいか,48100,7097,350
2023,2,9,木,キウイフルツ,49300,144267,567
2023,2,9,木,バナナ,50100,388564,218
2023,2,9,木,パイナップル,50300,80611,203
2023,2,9,木,レモン,50400,28679,415
2023,2,9,木,オレンジ,50600,26242,349
2023,2,9,木,輸入おうとう,50700,238,2670
2023,2,9,木,輸入キウイ,50800,1082,509
2023,2,9,木,輸入メロン,50850,703,372
2023,2,10,金,みかん,40100,921362,348
2023,2,10,金,はっさく,41321,95063,206
2023,2,10,金,りんご計,42000,940021,298
2023,2,10,金,日本なし計,43000,700,265
2023,2,10,金,かき計,43500,28962,343
2023,2,10,金,おうとう,44800,4,48249
2023,2,10,金,ぶどう計,45000,4663,1397
2023,2,10,金,いちご,46100,369194,1622
2023,2,10,金,メロン計,47000,23198,1360
2023,2,10,金,すいか,48100,9543,365
2023,2,10,金,キウイフルツ,49300,164422,540
2023,2,10,金,バナナ,50100,601513,180
2023,2,10,金,パイナップル,50300,113289,203
2023,2,10,金,レモン,50400,30080,437
2023,2,10,金,オレンジ,50600,30281,364
